DISPOSITION,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Discharged to home or self care (routine discharge),3852,4545,3866,3694,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Emergency Department
Discharged/Transferred to a Federal Health Care Facility with a Planned Acute Care Hospital Inpatient Readmission,2,7,12,24,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Emergency Department
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),0,0,1,0,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Emergency Department
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,0,0,1,0,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Emergency Department
Discharged/Transferred to a short term general hospital for inpatient care,96,91,97,112,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Emergency Department
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,0,0,0,1,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,7,0,5,0,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Emergency Department
Discharged/Transferred to Court/Law Enforcement,15,15,25,23,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Emergency Department
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,0,0,0,3,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Emergency Department
Expired,2,1,2,0,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Emergency Department
Left against medical advice or discontinued care,8,13,16,17,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Emergency Department
Not Provided/Blank,0,0,3,0,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Emergency Department
Other,4,7,7,8,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Emergency Department
Discharged home with hospice care,1,1,1,4,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Emergency Department
Discharged to a medical facility with hospice care,1,2,2,1,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Emergency Department
Discharged to home or self care (routine discharge),6543,6589,6691,6803,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Emergency Department
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),0,0,2,4,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Emergency Department
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),1,0,3,1,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Emergency Department
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,4,4,5,3,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Emergency Department
Discharged/Transferred to a Psychiatric Hospital or Psychiatric Distinct Part Unit of a Hospital with a Planned Acute Care Hospital Inpatient Readmission,3,0,0,0,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Emergency Department
Discharged/Transferred to a short term general hospital for inpatient care,144,96,109,117,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Emergency Department
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,6,4,7,2,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,22,36,37,42,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Emergency Department
Discharged/Transferred to Court/Law Enforcement,45,42,23,44,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Emergency Department
Discharged/Transferred to Court/Law Enforcement with a Planned Acute Care Hospital Inpatient Readmission,2,2,1,0,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Emergency Department
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,14,26,37,26,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Emergency Department
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,63,67,50,61,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Emergency Department
Expired,6,8,6,5,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Emergency Department
Left against medical advice or discontinued care,328,334,314,314,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Emergency Department
Discharged to home or self care (routine discharge),1227,1288,1187,1164,GLENN MEDICAL CENTER #110889,Emergency Department
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),1,0,0,0,GLENN MEDICAL CENTER #110889,Emergency Department
Discharged/Transferred to a federal health care facility,0,0,1,0,GLENN MEDICAL CENTER #110889,Emergency Department
Discharged/Transferred to a hospital-based Medicare approved swing bed,1,0,0,0,GLENN MEDICAL CENTER #110889,Emergency Department
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",0,0,0,1,GLENN MEDICAL CENTER #110889,Emergency Department
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,8,15,29,20,GLENN MEDICAL CENTER #110889,Emergency Department
Discharged/Transferred to a short term general hospital for inpatient care,152,124,139,148,GLENN MEDICAL CENTER #110889,Emergency Department
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,1,0,0,0,GLENN MEDICAL CENTER #110889,Emergency Department
Discharged/Transferred to Court/Law Enforcement,44,53,43,27,GLENN MEDICAL CENTER #110889,Emergency Department
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,0,0,0,1,GLENN MEDICAL CENTER #110889,Emergency Department
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,3,3,3,6,GLENN MEDICAL CENTER #110889,Emergency Department
Expired,4,3,0,3,GLENN MEDICAL CENTER #110889,Emergency Department
Left against medical advice or discontinued care,42,91,77,61,GLENN MEDICAL CENTER #110889,Emergency Department
Other,2,1,2,2,GLENN MEDICAL CENTER #110889,Emergency Department
Discharged home with hospice care,1,1,1,1,GOLETA VALLEY COTTAGE HOSPITAL #420483,Emergency Department
Discharged to a medical facility with hospice care,0,2,0,2,GOLETA VALLEY COTTAGE HOSPITAL #420483,Emergency Department
Discharged to home or self care (routine discharge),5584,5905,5640,5987,GOLETA VALLEY COTTAGE HOSPITAL #420483,Emergency Department
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),284,263,298,328,GOLETA VALLEY COTTAGE HOSPITAL #420483,Emergency Department
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),1,0,0,0,GOLETA VALLEY COTTAGE HOSPITAL #420483,Emergency Department
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",0,1,0,0,GOLETA VALLEY COTTAGE HOSPITAL #420483,Emergency Department
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,1,1,1,5,GOLETA VALLEY COTTAGE HOSPITAL #420483,Emergency Department
Discharged/Transferred to a short term general hospital for inpatient care,109,113,114,90,GOLETA VALLEY COTTAGE HOSPITAL #420483,Emergency Department
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,1,1,5,3,GOLETA VALLEY COTTAGE HOSPITAL #420483,Emergency Department
Discharged/Transferred to Court/Law Enforcement,28,20,28,24,GOLETA VALLEY COTTAGE HOSPITAL #420483,Emergency Department
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,61,107,98,107,GOLETA VALLEY COTTAGE HOSPITAL #420483,Emergency Department
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,10,11,15,4,GOLETA VALLEY COTTAGE HOSPITAL #420483,Emergency Department
Expired,0,0,0,1,GOLETA VALLEY COTTAGE HOSPITAL #420483,Emergency Department
Left against medical advice or discontinued care,38,38,31,34,GOLETA VALLEY COTTAGE HOSPITAL #420483,Emergency Department
Discharged home with hospice care,0,1,0,0,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Discharged to home or self care (routine discharge),13373,14194,13689,13954,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Discharged/Transferred to a Critical Access Hospital (CAH),2,3,4,0,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),2,1,1,1,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),0,1,1,0,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,37,38,41,39,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Discharged/Transferred to a short term general hospital for inpatient care,175,190,187,190,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Discharged/Transferred to a Short Term General Hospital for Inpatient Care with a Planned Acute Care Hospital Inpatient Readmission,0,0,1,0,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,0,0,0,2,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Discharged/Transferred to an Inpatient Rehabilitation Facility (IRF) including Rehabilitation Distinct Part Unit of a Hospital with a Planned Acute Care Hospital Inpatient Readmission,0,0,1,0,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,0,0,0,1,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Discharged/Transferred to Court/Law Enforcement,15,13,7,11,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Discharged/Transferred to Home or Self Care with a Planned Acute Care Hospital Inpatient Readmission,1,1,0,1,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,5,3,4,3,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,5,9,13,7,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Expired,29,24,21,19,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Left against medical advice or discontinued care,142,124,118,186,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Other,1,0,3,1,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Emergency Department
Discharged to home or self care (routine discharge),5458,5542,5425,5823,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Discharged/Transferred to a designated Cancer Center or Children's Hospital,0,5,3,6,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),0,1,0,1,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",0,1,1,0,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,23,44,34,26,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Discharged/Transferred to a short term general hospital for inpatient care,82,80,68,68,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Discharged/Transferred to Court/Law Enforcement,160,175,198,217,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,1,5,11,23,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Expired,3,6,8,2,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Left against medical advice or discontinued care,153,172,207,189,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Other,0,1,2,0,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Discharged home with hospice care,15,51,70,91,GROSSMONT HOSPITAL #370714,Emergency Department
Discharged to a medical facility with hospice care,4,31,21,37,GROSSMONT HOSPITAL #370714,Emergency Department
Discharged to home or self care (routine discharge),21584,24436,25042,24993,GROSSMONT HOSPITAL #370714,Emergency Department
Discharged/Transferred to a Critical Access Hospital (CAH),7,1,0,0,GROSSMONT HOSPITAL #370714,Emergency Department
Discharged/Transferred to a Critical Access Hospital (CAH) with a Planned Acute Care Hospital Inpatient Readmission,0,1,0,0,GROSSMONT HOSPITAL #370714,Emergency Department
Discharged/Transferred to a designated Cancer Center or Children's Hospital,24,3,7,5,GROSSMONT HOSPITAL #370714,Emergency Department
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),39,33,39,42,GROSSMONT HOSPITAL #370714,Emergency Department
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),21,49,32,24,GROSSMONT HOSPITAL #370714,Emergency Department
Discharged/Transferred to a Medicare certified Long Term Care Hospital (LTCH) with a Planned Acute Care Hospital Inpatient Readmission,0,0,1,0,GROSSMONT HOSPITAL #370714,Emergency Department
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",7,20,3,1,GROSSMONT HOSPITAL #370714,Emergency Department
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,194,232,218,230,GROSSMONT HOSPITAL #370714,Emergency Department
