EXPECTED PAYER SOURCE,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Medicare Part B,1890,2118,2122,1944,ENLOE HEALTH #040962,Ambulatory Surgery
Preferred Provider Organization (PPO),142,126,139,142,ENLOE HEALTH #040962,Ambulatory Surgery
Self Pay,4,9,10,7,ENLOE HEALTH #040962,Ambulatory Surgery
Veterans Affairs Plan,67,78,73,83,ENLOE HEALTH #040962,Ambulatory Surgery
Workers' Compensation Health Claim,26,18,18,27,ENLOE HEALTH #040962,Ambulatory Surgery
Blue Cross/Blue Shield,0,1,0,2,FAIRCHILD MEDICAL CENTER #474007,Ambulatory Surgery
CHAMPUS (TRICARE),3,1,5,2,FAIRCHILD MEDICAL CENTER #474007,Ambulatory Surgery
Commercial Insurance Company,0,1,3,2,FAIRCHILD MEDICAL CENTER #474007,Ambulatory Surgery
Exclusive Provider Organization (EPO),4,6,6,8,FAIRCHILD MEDICAL CENTER #474007,Ambulatory Surgery
Health Maintenance Organization,7,6,4,4,FAIRCHILD MEDICAL CENTER #474007,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,17,9,17,19,FAIRCHILD MEDICAL CENTER #474007,Ambulatory Surgery
Medicaid (Medi-Cal),188,223,218,205,FAIRCHILD MEDICAL CENTER #474007,Ambulatory Surgery
Medicare Part B,337,382,436,483,FAIRCHILD MEDICAL CENTER #474007,Ambulatory Surgery
Point of Service (POS),2,3,3,2,FAIRCHILD MEDICAL CENTER #474007,Ambulatory Surgery
Preferred Provider Organization (PPO),232,260,292,272,FAIRCHILD MEDICAL CENTER #474007,Ambulatory Surgery
Self Pay,5,4,5,2,FAIRCHILD MEDICAL CENTER #474007,Ambulatory Surgery
Veterans Affairs Plan,24,14,27,26,FAIRCHILD MEDICAL CENTER #474007,Ambulatory Surgery
Workers' Compensation Health Claim,12,7,9,17,FAIRCHILD MEDICAL CENTER #474007,Ambulatory Surgery
Other Non-federal programs,5,6,6,4,FAIRCHILD MEDICAL CENTER #474007,Ambulatory Surgery
Blue Cross/Blue Shield,43,46,27,24,FOOTHILL REGIONAL MEDICAL CENTER #301357,Ambulatory Surgery
Commercial Insurance Company,50,38,25,11,FOOTHILL REGIONAL MEDICAL CENTER #301357,Ambulatory Surgery
Health Maintenance Organization,10,2,12,26,FOOTHILL REGIONAL MEDICAL CENTER #301357,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,2,6,4,17,FOOTHILL REGIONAL MEDICAL CENTER #301357,Ambulatory Surgery
Medicaid (Medi-Cal),232,146,142,145,FOOTHILL REGIONAL MEDICAL CENTER #301357,Ambulatory Surgery
Medicare Part B,0,49,38,32,FOOTHILL REGIONAL MEDICAL CENTER #301357,Ambulatory Surgery
Preferred Provider Organization (PPO),4,3,2,5,FOOTHILL REGIONAL MEDICAL CENTER #301357,Ambulatory Surgery
Self Pay,1,3,0,0,FOOTHILL REGIONAL MEDICAL CENTER #301357,Ambulatory Surgery
Workers' Compensation Health Claim,24,31,26,18,FOOTHILL REGIONAL MEDICAL CENTER #301357,Ambulatory Surgery
Blue Cross/Blue Shield,56,58,58,54,FRENCH HOSPITAL MEDICAL CENTER #400480,Ambulatory Surgery
CHAMPUS (TRICARE),9,9,1,4,FRENCH HOSPITAL MEDICAL CENTER #400480,Ambulatory Surgery
Commercial Insurance Company,119,114,114,108,FRENCH HOSPITAL MEDICAL CENTER #400480,Ambulatory Surgery
Error/Unknown,0,1,0,0,FRENCH HOSPITAL MEDICAL CENTER #400480,Ambulatory Surgery
Exclusive Provider Organization (EPO),0,0,1,1,FRENCH HOSPITAL MEDICAL CENTER #400480,Ambulatory Surgery
Health Maintenance Organization,66,69,66,59,FRENCH HOSPITAL MEDICAL CENTER #400480,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,180,174,167,172,FRENCH HOSPITAL MEDICAL CENTER #400480,Ambulatory Surgery
Medicaid (Medi-Cal),39,41,28,43,FRENCH HOSPITAL MEDICAL CENTER #400480,Ambulatory Surgery
Medicare Part B,871,822,783,874,FRENCH HOSPITAL MEDICAL CENTER #400480,Ambulatory Surgery
Preferred Provider Organization (PPO),186,221,192,235,FRENCH HOSPITAL MEDICAL CENTER #400480,Ambulatory Surgery
Self Pay,5,5,4,0,FRENCH HOSPITAL MEDICAL CENTER #400480,Ambulatory Surgery
Veterans Affairs Plan,21,24,21,22,FRENCH HOSPITAL MEDICAL CENTER #400480,Ambulatory Surgery
Workers' Compensation Health Claim,5,3,6,4,FRENCH HOSPITAL MEDICAL CENTER #400480,Ambulatory Surgery
Other,12,6,12,15,FRENCH HOSPITAL MEDICAL CENTER #400480,Ambulatory Surgery
Other federal program,17,12,6,8,FRENCH HOSPITAL MEDICAL CENTER #400480,Ambulatory Surgery
Other Non-federal programs,41,35,32,46,FRENCH HOSPITAL MEDICAL CENTER #400480,Ambulatory Surgery
Commercial Insurance Company,2,1,6,2,FRESNO DENTAL SURGERY CENTER - A VALLARINE DENTAL PRACTICE #105047,Ambulatory Surgery
Medicaid (Medi-Cal),1418,1352,1387,1134,FRESNO DENTAL SURGERY CENTER - A VALLARINE DENTAL PRACTICE #105047,Ambulatory Surgery
Other,10,5,3,11,FRESNO DENTAL SURGERY CENTER - A VALLARINE DENTAL PRACTICE #105047,Ambulatory Surgery
Commercial Insurance Company,5,5,5,6,FRESNO SURGICAL HOSPITAL #104047,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,71,68,42,40,FRESNO SURGICAL HOSPITAL #104047,Ambulatory Surgery
Medicaid (Medi-Cal),91,82,43,50,FRESNO SURGICAL HOSPITAL #104047,Ambulatory Surgery
Medicare Part B,719,713,667,643,FRESNO SURGICAL HOSPITAL #104047,Ambulatory Surgery
Preferred Provider Organization (PPO),559,602,565,588,FRESNO SURGICAL HOSPITAL #104047,Ambulatory Surgery
Self Pay,7,7,5,5,FRESNO SURGICAL HOSPITAL #104047,Ambulatory Surgery
Workers' Compensation Health Claim,72,63,80,82,FRESNO SURGICAL HOSPITAL #104047,Ambulatory Surgery
Other federal program,34,27,20,34,FRESNO SURGICAL HOSPITAL #104047,Ambulatory Surgery
Commercial Insurance Company,0,0,0,1,GARDEN GROVE HOSPITAL AND MEDICAL CENTER #301283,Ambulatory Surgery
Health Maintenance Organization,22,13,11,7,GARDEN GROVE HOSPITAL AND MEDICAL CENTER #301283,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,5,1,0,0,GARDEN GROVE HOSPITAL AND MEDICAL CENTER #301283,Ambulatory Surgery
Medicaid (Medi-Cal),18,0,0,0,GARDEN GROVE HOSPITAL AND MEDICAL CENTER #301283,Ambulatory Surgery
Medicare Part B,0,0,0,1,GARDEN GROVE HOSPITAL AND MEDICAL CENTER #301283,Ambulatory Surgery
Preferred Provider Organization (PPO),4,5,8,3,GARDEN GROVE HOSPITAL AND MEDICAL CENTER #301283,Ambulatory Surgery
Blue Cross/Blue Shield,77,80,81,87,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
CHAMPUS (TRICARE),1,0,1,2,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
Commercial Insurance Company,8,16,8,20,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
Error/Unknown,0,0,1,0,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
Exclusive Provider Organization (EPO),11,8,6,11,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
Health Maintenance Organization,377,371,350,313,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,230,271,294,256,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
Medicaid (Medi-Cal),7,7,8,7,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
Medicare Part B,107,123,129,106,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
Point of Service (POS),7,10,9,5,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
Preferred Provider Organization (PPO),13,10,5,6,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
Self Pay,3,6,4,3,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
Workers' Compensation Health Claim,2,4,5,6,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
Blue Cross/Blue Shield,23,20,17,23,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Ambulatory Surgery
Commercial Insurance Company,41,32,48,40,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,5,9,18,16,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Ambulatory Surgery
Medicaid (Medi-Cal),155,124,147,165,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Ambulatory Surgery
Medicare Part B,85,76,96,84,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Ambulatory Surgery
Self Pay,0,1,1,0,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Ambulatory Surgery
Workers' Compensation Health Claim,0,0,1,0,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Ambulatory Surgery
Other federal program,0,1,0,0,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Ambulatory Surgery
Blue Cross/Blue Shield,5,6,7,0,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
Commercial Insurance Company,9,16,6,20,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
Health Maintenance Organization,90,100,121,102,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,139,164,156,186,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
Medicaid (Medi-Cal),575,620,632,637,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
Medicare Part B,328,367,351,341,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
Preferred Provider Organization (PPO),147,123,152,149,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
Self Pay,1,1,1,1,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
Veterans Affairs Plan,0,0,0,1,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
Workers' Compensation Health Claim,0,3,1,2,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
Other,1,2,2,2,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
Blank/Invalid,4,1,13,0,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
Commercial Insurance Company,2,0,3,0,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
Health Maintenance Organization,2,6,2,1,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,81,65,75,71,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
Medicaid (Medi-Cal),43,68,58,54,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
Medicare Part B,329,280,241,238,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
Point of Service (POS),0,0,0,1,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
Preferred Provider Organization (PPO),114,113,105,123,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
Self Pay,10,17,5,16,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
Workers' Compensation Health Claim,8,14,7,13,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
Other federal program,4,5,6,5,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
Blue Cross/Blue Shield,4,2,1,5,GOOD SAMARITAN HOSPITAL-BAKERSFIELD #150775,Ambulatory Surgery
Commercial Insurance Company,0,1,1,1,GOOD SAMARITAN HOSPITAL-BAKERSFIELD #150775,Ambulatory Surgery
Medicaid (Medi-Cal),13,18,17,12,GOOD SAMARITAN HOSPITAL-BAKERSFIELD #150775,Ambulatory Surgery
Medicare Part B,3,3,0,5,GOOD SAMARITAN HOSPITAL-BAKERSFIELD #150775,Ambulatory Surgery
Workers' Compensation Health Claim,1,0,2,0,GOOD SAMARITAN HOSPITAL-BAKERSFIELD #150775,Ambulatory Surgery
Blue Cross/Blue Shield,20,18,28,21,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
CHAMPUS (TRICARE),5,6,6,4,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
Commercial Insurance Company,7,3,6,5,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
Health Maintenance Organization,259,277,265,321,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,307,355,320,355,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
Medicaid (Medi-Cal),141,147,141,134,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
Medicare Part B,813,875,748,720,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
Preferred Provider Organization (PPO),548,578,629,712,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
Self Pay,2,4,6,10,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
Title V,0,0,0,2,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
Veterans Affairs Plan,27,0,1,1,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
Workers' Compensation Health Claim,18,28,13,30,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
Other,2,3,2,0,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
Blue Cross/Blue Shield,0,1,0,1,GRACE SURGERY CENTER #424085,Ambulatory Surgery
CHAMPUS (TRICARE),0,0,1,0,GRACE SURGERY CENTER #424085,Ambulatory Surgery
Commercial Insurance Company,1,0,1,0,GRACE SURGERY CENTER #424085,Ambulatory Surgery
Medicaid (Medi-Cal),263,218,289,246,GRACE SURGERY CENTER #424085,Ambulatory Surgery
Other federal program,1,0,0,0,GRACE SURGERY CENTER #424085,Ambulatory Surgery
Blue Cross/Blue Shield,0,1,1,0,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Ambulatory Surgery
Health Maintenance Organization,3,7,10,10,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,0,0,2,1,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Ambulatory Surgery
Medicaid (Medi-Cal),2,1,1,0,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Ambulatory Surgery
Medicare Part B,1,0,1,1,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Ambulatory Surgery
Automobile Medical,0,1,0,1,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
CHAMPUS (TRICARE),71,66,82,64,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
Commercial Insurance Company,4,4,3,3,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
Exclusive Provider Organization (EPO),8,13,15,21,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
Health Maintenance Organization,623,500,720,675,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,704,726,735,717,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
Medicaid (Medi-Cal),669,903,681,617,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
Medicare Part B,779,911,948,930,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
Point of Service (POS),25,104,121,130,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
Preferred Provider Organization (PPO),315,327,329,358,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
Self Pay,6,0,0,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
Veterans Affairs Plan,28,21,11,12,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
Workers' Compensation Health Claim,25,30,44,26,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
Other,0,0,1,1,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
Other federal program,0,1,2,2,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
Other Non-federal programs,0,0,2,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
Medicaid (Medi-Cal),619,739,718,662,"HAPY BEAR SURGERY, LLC #544086",Ambulatory Surgery
Preferred Provider Organization (PPO),11,18,21,18,"HAPY BEAR SURGERY, LLC #544086",Ambulatory Surgery
Self Pay,0,1,3,1,"HAPY BEAR SURGERY, LLC #544086",Ambulatory Surgery
Blue Cross/Blue Shield,95,103,110,123,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Ambulatory Surgery
CHAMPUS (TRICARE),3,3,3,3,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Ambulatory Surgery
Commercial Insurance Company,25,26,43,29,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Ambulatory Surgery
Medicaid (Medi-Cal),103,134,120,124,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Ambulatory Surgery
Medicare Part B,109,125,129,120,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Ambulatory Surgery
Self Pay,1,0,0,2,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Ambulatory Surgery
Workers' Compensation Health Claim,0,0,1,1,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Ambulatory Surgery
Other,0,1,0,0,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Ambulatory Surgery
Blue Cross/Blue Shield,0,1,0,0,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
CHAMPUS (TRICARE),1,0,0,0,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
Commercial Insurance Company,1,0,0,0,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
Exclusive Provider Organization (EPO),5,0,1,1,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
Health Maintenance Organization,15,16,11,12,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,26,34,18,18,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
Medicaid (Medi-Cal),52,63,58,42,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
Medicare Part B,53,73,49,57,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
Point of Service (POS),3,5,3,3,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
Preferred Provider Organization (PPO),44,67,75,60,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
Self Pay,2,1,3,0,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
Workers' Compensation Health Claim,11,2,3,2,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
Other federal program,0,0,0,1,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
Other Non-federal programs,0,2,3,1,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
Blue Cross/Blue Shield,6,3,4,1,HEMET GLOBAL MEDICAL CENTER #331194,Ambulatory Surgery
CHAMPUS (TRICARE),1,2,0,0,HEMET GLOBAL MEDICAL CENTER #331194,Ambulatory Surgery
Commercial Insurance Company,17,11,14,5,HEMET GLOBAL MEDICAL CENTER #331194,Ambulatory Surgery
Health Maintenance Organization,29,35,27,28,HEMET GLOBAL MEDICAL CENTER #331194,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,96,82,91,72,HEMET GLOBAL MEDICAL CENTER #331194,Ambulatory Surgery
Medicaid (Medi-Cal),66,66,61,42,HEMET GLOBAL MEDICAL CENTER #331194,Ambulatory Surgery
Medicare Part B,51,35,30,18,HEMET GLOBAL MEDICAL CENTER #331194,Ambulatory Surgery
Preferred Provider Organization (PPO),1,1,1,1,HEMET GLOBAL MEDICAL CENTER #331194,Ambulatory Surgery
Self Pay,1,0,0,0,HEMET GLOBAL MEDICAL CENTER #331194,Ambulatory Surgery
CHAMPUS (TRICARE),26,18,27,36,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
Commercial Insurance Company,15,24,8,17,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
Health Maintenance Organization,116,133,179,156,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,144,191,190,183,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
Medicaid (Medi-Cal),50,36,46,43,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
Medicare Part B,226,227,276,239,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
Preferred Provider Organization (PPO),429,459,462,492,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
Self Pay,0,0,3,4,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
Veterans Affairs Plan,2,0,0,2,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
Workers' Compensation Health Claim,7,7,10,8,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
Other,1,0,3,2,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
Other Non-federal programs,6,4,0,0,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
CHAMPUS (TRICARE),2,0,1,0,HI-DESERT MEDICAL CENTER #362041,Ambulatory Surgery
Commercial Insurance Company,0,0,2,1,HI-DESERT MEDICAL CENTER #362041,Ambulatory Surgery
Health Maintenance Organization,2,2,2,4,HI-DESERT MEDICAL CENTER #362041,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,8,12,7,6,HI-DESERT MEDICAL CENTER #362041,Ambulatory Surgery
Medicaid (Medi-Cal),54,37,19,24,HI-DESERT MEDICAL CENTER #362041,Ambulatory Surgery
Medicare Part B,14,9,4,2,HI-DESERT MEDICAL CENTER #362041,Ambulatory Surgery
Point of Service (POS),0,1,1,0,HI-DESERT MEDICAL CENTER #362041,Ambulatory Surgery
Preferred Provider Organization (PPO),8,4,1,3,HI-DESERT MEDICAL CENTER #362041,Ambulatory Surgery
Self Pay,0,1,1,0,HI-DESERT MEDICAL CENTER #362041,Ambulatory Surgery
Veterans Affairs Plan,3,3,0,0,HI-DESERT MEDICAL CENTER #362041,Ambulatory Surgery
Other,0,1,0,0,HI-DESERT MEDICAL CENTER #362041,Ambulatory Surgery
Health Maintenance Organization,37,55,35,40,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
Medicaid (Medi-Cal),322,269,233,200,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
Medicare Part B,36,41,26,39,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
Self Pay,1,3,1,0,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
Other Non-federal programs,41,21,29,26,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
Blue Cross/Blue Shield,36,44,59,40,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
CHAMPUS (TRICARE),0,1,1,0,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
Commercial Insurance Company,14,21,15,16,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
Health Maintenance Organization,3,0,2,7,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,31,32,39,24,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
Medicaid (Medi-Cal),1389,1348,1568,1366,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
Medicare Part B,307,306,361,270,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
Preferred Provider Organization (PPO),12,14,10,9,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
Self Pay,22,36,31,49,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
Title V,2,0,0,3,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
Veterans Affairs Plan,0,1,0,0,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
Workers' Compensation Health Claim,7,3,4,0,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
Other Non-federal programs,195,124,119,114,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
Blank/Invalid,2,2,3,4,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
Blue Cross/Blue Shield,1,0,0,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
CHAMPUS (TRICARE),17,19,21,16,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Commercial Insurance Company,63,60,68,78,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Exclusive Provider Organization (EPO),34,34,30,35,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Health Maintenance Organization,718,575,670,830,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,1149,936,949,1005,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Medicaid (Medi-Cal),399,319,286,295,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Medicare Part A,0,0,4,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Medicare Part B,1890,1681,1860,1770,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
