AGE GROUPS,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
80 Years +,467,495,485,471,KAISER FOUNDATION HOSPITAL - LOS ANGELES #190429,Ambulatory Surgery
Under 1 Year,0,1,0,0,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Ambulatory Surgery
0 - 9,221,251,284,222,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Ambulatory Surgery
10--19,157,161,162,170,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Ambulatory Surgery
20 - 29,187,187,169,181,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Ambulatory Surgery
30 - 39,377,364,374,354,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Ambulatory Surgery
40 - 49,445,514,484,440,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Ambulatory Surgery
50 - 59,574,590,520,559,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Ambulatory Surgery
60 - 69,804,786,812,766,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Ambulatory Surgery
70 - 79,620,595,667,621,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Ambulatory Surgery
80 Years +,172,205,221,240,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Ambulatory Surgery
0 - 9,98,129,107,65,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Ambulatory Surgery
10--19,85,109,116,89,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Ambulatory Surgery
20 - 29,129,161,121,147,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Ambulatory Surgery
30 - 39,284,263,259,263,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Ambulatory Surgery
40 - 49,395,377,389,401,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Ambulatory Surgery
50 - 59,400,402,406,400,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Ambulatory Surgery
60 - 69,530,473,514,523,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Ambulatory Surgery
70 - 79,371,404,402,449,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Ambulatory Surgery
80 Years +,123,118,143,118,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Ambulatory Surgery
Under 1 Year,34,31,31,25,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Ambulatory Surgery
0 - 9,285,350,408,347,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Ambulatory Surgery
10--19,234,294,316,253,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Ambulatory Surgery
20 - 29,226,245,241,251,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Ambulatory Surgery
30 - 39,548,577,501,537,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Ambulatory Surgery
40 - 49,880,856,850,829,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Ambulatory Surgery
50 - 59,948,970,1029,1054,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Ambulatory Surgery
60 - 69,1096,1241,1160,1131,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Ambulatory Surgery
70 - 79,880,1052,1013,951,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Ambulatory Surgery
80 Years +,247,227,277,244,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Ambulatory Surgery
Under 1 Year,21,26,22,16,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Ambulatory Surgery
0 - 9,161,215,234,179,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Ambulatory Surgery
10--19,165,225,248,203,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Ambulatory Surgery
20 - 29,279,315,322,281,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Ambulatory Surgery
30 - 39,583,594,526,522,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Ambulatory Surgery
40 - 49,732,717,683,758,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Ambulatory Surgery
50 - 59,889,938,935,962,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Ambulatory Surgery
60 - 69,1212,1222,1282,1302,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Ambulatory Surgery
70 - 79,1023,1108,1153,1060,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Ambulatory Surgery
80 Years +,424,427,369,421,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Ambulatory Surgery
0 - 9,49,61,72,47,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Ambulatory Surgery
10--19,70,67,115,79,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Ambulatory Surgery
20 - 29,91,110,103,118,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Ambulatory Surgery
30 - 39,175,207,196,215,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Ambulatory Surgery
40 - 49,277,258,274,245,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Ambulatory Surgery
50 - 59,343,369,334,385,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Ambulatory Surgery
60 - 69,474,484,474,503,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Ambulatory Surgery
70 - 79,474,459,457,421,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Ambulatory Surgery
80 Years +,180,179,164,166,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Ambulatory Surgery
0 - 9,34,60,72,44,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Ambulatory Surgery
10--19,41,58,74,53,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Ambulatory Surgery
20 - 29,123,119,132,95,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Ambulatory Surgery
30 - 39,199,213,216,198,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Ambulatory Surgery
40 - 49,342,317,298,306,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Ambulatory Surgery
50 - 59,404,396,401,395,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Ambulatory Surgery
60 - 69,469,528,487,447,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Ambulatory Surgery
70 - 79,293,324,332,342,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Ambulatory Surgery
80 Years +,100,100,91,88,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Ambulatory Surgery
0 - 9,27,43,46,33,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Ambulatory Surgery
10--19,20,32,45,28,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Ambulatory Surgery
20 - 29,60,69,51,59,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Ambulatory Surgery
30 - 39,115,126,125,95,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Ambulatory Surgery
40 - 49,140,138,157,151,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Ambulatory Surgery
50 - 59,214,255,197,215,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Ambulatory Surgery
60 - 69,278,299,274,276,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Ambulatory Surgery
70 - 79,255,255,267,251,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Ambulatory Surgery
80 Years +,138,115,118,136,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Ambulatory Surgery
0 - 9,43,36,41,34,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Ambulatory Surgery
10--19,64,56,67,52,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Ambulatory Surgery
20 - 29,82,84,83,82,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Ambulatory Surgery
30 - 39,196,183,179,185,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Ambulatory Surgery
40 - 49,247,274,271,278,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Ambulatory Surgery
50 - 59,278,305,271,263,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Ambulatory Surgery
60 - 69,410,416,433,410,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Ambulatory Surgery
70 - 79,305,371,343,300,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Ambulatory Surgery
80 Years +,97,117,109,116,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Ambulatory Surgery
Under 1 Year,69,51,44,49,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Ambulatory Surgery
0 - 9,417,514,434,443,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Ambulatory Surgery
10--19,226,256,239,271,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Ambulatory Surgery
20 - 29,117,165,178,142,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Ambulatory Surgery
30 - 39,324,325,310,338,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Ambulatory Surgery
40 - 49,431,414,416,464,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Ambulatory Surgery
50 - 59,524,538,495,542,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Ambulatory Surgery
60 - 69,824,850,846,804,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Ambulatory Surgery
70 - 79,756,816,744,759,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Ambulatory Surgery
80 Years +,282,292,275,300,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Ambulatory Surgery
0 - 9,39,65,50,48,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Ambulatory Surgery
10--19,78,89,94,99,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Ambulatory Surgery
20 - 29,171,150,141,156,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Ambulatory Surgery
30 - 39,250,274,258,280,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Ambulatory Surgery
40 - 49,406,401,372,394,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Ambulatory Surgery
50 - 59,532,536,487,455,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Ambulatory Surgery
60 - 69,785,876,866,889,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Ambulatory Surgery
70 - 79,1045,1099,1094,1054,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Ambulatory Surgery
80 Years +,420,437,469,438,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Ambulatory Surgery
Under 1 Year,23,23,27,26,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Ambulatory Surgery
0 - 9,191,254,191,211,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Ambulatory Surgery
10--19,221,239,197,224,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Ambulatory Surgery
20 - 29,266,235,231,222,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Ambulatory Surgery
30 - 39,485,427,418,424,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Ambulatory Surgery
40 - 49,647,621,514,542,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Ambulatory Surgery
50 - 59,782,744,666,759,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Ambulatory Surgery
60 - 69,1389,1323,1224,1215,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Ambulatory Surgery
70 - 79,1542,1591,1526,1482,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Ambulatory Surgery
80 Years +,568,589,528,531,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Ambulatory Surgery
Under 1 Year,0,2,2,1,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Ambulatory Surgery
0 - 9,40,58,50,35,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Ambulatory Surgery
10--19,20,28,31,41,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Ambulatory Surgery
20 - 29,168,179,146,161,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Ambulatory Surgery
30 - 39,431,399,386,385,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Ambulatory Surgery
40 - 49,597,574,531,485,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Ambulatory Surgery
50 - 59,826,796,790,717,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Ambulatory Surgery
60 - 69,977,1024,1052,993,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Ambulatory Surgery
70 - 79,892,905,904,870,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Ambulatory Surgery
80 Years +,275,301,264,260,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Ambulatory Surgery
0 - 9,19,25,38,18,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Ambulatory Surgery
10--19,58,87,70,86,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Ambulatory Surgery
20 - 29,156,130,160,139,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Ambulatory Surgery
30 - 39,267,254,252,248,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Ambulatory Surgery
40 - 49,350,342,334,343,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Ambulatory Surgery
50 - 59,475,472,442,448,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Ambulatory Surgery
60 - 69,655,696,664,631,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Ambulatory Surgery
70 - 79,597,645,587,559,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Ambulatory Surgery
80 Years +,282,249,281,283,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Ambulatory Surgery
0 - 9,20,26,30,17,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Ambulatory Surgery
10--19,36,37,40,35,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Ambulatory Surgery
20 - 29,125,107,130,133,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Ambulatory Surgery
30 - 39,232,266,290,291,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Ambulatory Surgery
40 - 49,388,371,385,398,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Ambulatory Surgery
50 - 59,551,537,590,565,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Ambulatory Surgery
60 - 69,726,778,883,811,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Ambulatory Surgery
70 - 79,548,596,638,593,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Ambulatory Surgery
80 Years +,157,188,180,148,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Ambulatory Surgery
0 - 9,35,72,60,39,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Ambulatory Surgery
10--19,43,54,60,39,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Ambulatory Surgery
20 - 29,128,112,108,102,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Ambulatory Surgery
30 - 39,198,213,205,235,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Ambulatory Surgery
40 - 49,245,274,277,298,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Ambulatory Surgery
50 - 59,332,342,314,294,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Ambulatory Surgery
60 - 69,505,518,405,445,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Ambulatory Surgery
70 - 79,582,580,530,531,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Ambulatory Surgery
80 Years +,201,176,190,183,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Ambulatory Surgery
0 - 9,24,34,30,20,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Ambulatory Surgery
10--19,30,41,47,38,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Ambulatory Surgery
20 - 29,36,48,38,44,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Ambulatory Surgery
30 - 39,67,71,72,93,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Ambulatory Surgery
40 - 49,148,116,114,109,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Ambulatory Surgery
50 - 59,137,182,192,163,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Ambulatory Surgery
60 - 69,267,252,258,281,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Ambulatory Surgery
70 - 79,328,338,293,295,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Ambulatory Surgery
80 Years +,146,137,147,132,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Ambulatory Surgery
Under 1 Year,37,27,32,24,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Ambulatory Surgery
0 - 9,224,266,321,241,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Ambulatory Surgery
10--19,156,190,205,209,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Ambulatory Surgery
20 - 29,169,191,174,181,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Ambulatory Surgery
30 - 39,334,320,326,297,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Ambulatory Surgery
40 - 49,406,389,371,415,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Ambulatory Surgery
50 - 59,585,615,610,628,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Ambulatory Surgery
60 - 69,1025,1026,1017,1054,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Ambulatory Surgery
70 - 79,901,936,920,905,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Ambulatory Surgery
80 Years +,443,486,436,463,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Ambulatory Surgery
0 - 9,65,96,102,65,KAISER FOUNDATION HOSPITAL - SANTA ROSA #494019,Ambulatory Surgery
10--19,61,68,83,60,KAISER FOUNDATION HOSPITAL - SANTA ROSA #494019,Ambulatory Surgery
20 - 29,127,131,136,136,KAISER FOUNDATION HOSPITAL - SANTA ROSA #494019,Ambulatory Surgery
30 - 39,266,307,256,252,KAISER FOUNDATION HOSPITAL - SANTA ROSA #494019,Ambulatory Surgery
40 - 49,433,414,458,436,KAISER FOUNDATION HOSPITAL - SANTA ROSA #494019,Ambulatory Surgery
50 - 59,641,623,585,626,KAISER FOUNDATION HOSPITAL - SANTA ROSA #494019,Ambulatory Surgery
60 - 69,994,1017,1003,1027,KAISER FOUNDATION HOSPITAL - SANTA ROSA #494019,Ambulatory Surgery
70 - 79,987,1125,1152,1184,KAISER FOUNDATION HOSPITAL - SANTA ROSA #494019,Ambulatory Surgery
80 Years +,316,320,336,297,KAISER FOUNDATION HOSPITAL - SANTA ROSA #494019,Ambulatory Surgery
0 - 9,71,90,83,52,KAISER FOUNDATION HOSPITAL - SOUTH BAY #190431,Ambulatory Surgery
10--19,70,89,94,93,KAISER FOUNDATION HOSPITAL - SOUTH BAY #190431,Ambulatory Surgery
20 - 29,208,234,234,216,KAISER FOUNDATION HOSPITAL - SOUTH BAY #190431,Ambulatory Surgery
30 - 39,558,541,529,543,KAISER FOUNDATION HOSPITAL - SOUTH BAY #190431,Ambulatory Surgery
40 - 49,747,735,707,724,KAISER FOUNDATION HOSPITAL - SOUTH BAY #190431,Ambulatory Surgery
50 - 59,881,923,809,881,KAISER FOUNDATION HOSPITAL - SOUTH BAY #190431,Ambulatory Surgery
60 - 69,1081,987,918,1057,KAISER FOUNDATION HOSPITAL - SOUTH BAY #190431,Ambulatory Surgery
70 - 79,787,778,794,801,KAISER FOUNDATION HOSPITAL - SOUTH BAY #190431,Ambulatory Surgery
80 Years +,317,302,311,294,KAISER FOUNDATION HOSPITAL - SOUTH BAY #190431,Ambulatory Surgery
Under 1 Year,0,1,0,0,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Ambulatory Surgery
0 - 9,128,141,146,140,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Ambulatory Surgery
10--19,104,125,146,123,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Ambulatory Surgery
20 - 29,208,204,221,197,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Ambulatory Surgery
30 - 39,323,326,350,350,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Ambulatory Surgery
40 - 49,357,372,385,388,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Ambulatory Surgery
50 - 59,468,448,470,461,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Ambulatory Surgery
60 - 69,585,536,559,606,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Ambulatory Surgery
70 - 79,378,385,436,405,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Ambulatory Surgery
80 Years +,141,138,142,152,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Ambulatory Surgery
0 - 9,26,28,40,32,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO #410806,Ambulatory Surgery
10--19,37,41,39,47,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO #410806,Ambulatory Surgery
20 - 29,77,76,75,71,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO #410806,Ambulatory Surgery
30 - 39,123,141,125,124,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO #410806,Ambulatory Surgery
40 - 49,179,177,162,156,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO #410806,Ambulatory Surgery
50 - 59,207,207,173,211,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO #410806,Ambulatory Surgery
60 - 69,271,275,280,226,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO #410806,Ambulatory Surgery
70 - 79,194,191,229,187,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO #410806,Ambulatory Surgery
80 Years +,87,75,93,91,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO #410806,Ambulatory Surgery
0 - 9,67,103,87,54,KAISER FOUNDATION HOSPITAL - VACAVILLE #484044,Ambulatory Surgery
10--19,44,46,46,56,KAISER FOUNDATION HOSPITAL - VACAVILLE #484044,Ambulatory Surgery
20 - 29,69,69,95,68,KAISER FOUNDATION HOSPITAL - VACAVILLE #484044,Ambulatory Surgery
30 - 39,163,161,154,146,KAISER FOUNDATION HOSPITAL - VACAVILLE #484044,Ambulatory Surgery
40 - 49,233,246,249,243,KAISER FOUNDATION HOSPITAL - VACAVILLE #484044,Ambulatory Surgery
50 - 59,363,368,403,385,KAISER FOUNDATION HOSPITAL - VACAVILLE #484044,Ambulatory Surgery
60 - 69,626,636,614,702,KAISER FOUNDATION HOSPITAL - VACAVILLE #484044,Ambulatory Surgery
70 - 79,474,487,570,515,KAISER FOUNDATION HOSPITAL - VACAVILLE #484044,Ambulatory Surgery
80 Years +,122,127,141,130,KAISER FOUNDATION HOSPITAL - VACAVILLE #484044,Ambulatory Surgery
0 - 9,145,165,171,118,KAISER FOUNDATION HOSPITAL - WALNUT CREEK #070990,Ambulatory Surgery
10--19,164,177,201,186,KAISER FOUNDATION HOSPITAL - WALNUT CREEK #070990,Ambulatory Surgery
20 - 29,185,202,192,165,KAISER FOUNDATION HOSPITAL - WALNUT CREEK #070990,Ambulatory Surgery
30 - 39,314,314,334,297,KAISER FOUNDATION HOSPITAL - WALNUT CREEK #070990,Ambulatory Surgery
40 - 49,442,477,470,462,KAISER FOUNDATION HOSPITAL - WALNUT CREEK #070990,Ambulatory Surgery
50 - 59,574,611,607,573,KAISER FOUNDATION HOSPITAL - WALNUT CREEK #070990,Ambulatory Surgery
60 - 69,715,816,716,703,KAISER FOUNDATION HOSPITAL - WALNUT CREEK #070990,Ambulatory Surgery
70 - 79,566,517,507,510,KAISER FOUNDATION HOSPITAL - WALNUT CREEK #070990,Ambulatory Surgery
80 Years +,208,202,198,194,KAISER FOUNDATION HOSPITAL - WALNUT CREEK #070990,Ambulatory Surgery
Under 1 Year,1,1,1,5,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Ambulatory Surgery
0 - 9,52,47,65,48,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Ambulatory Surgery
10--19,47,58,70,57,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Ambulatory Surgery
20 - 29,195,216,183,215,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Ambulatory Surgery
30 - 39,391,352,390,380,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Ambulatory Surgery
40 - 49,390,370,387,383,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Ambulatory Surgery
50 - 59,393,414,398,415,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Ambulatory Surgery
60 - 69,450,456,475,481,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Ambulatory Surgery
70 - 79,408,378,387,343,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Ambulatory Surgery
80 Years +,173,190,141,173,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Ambulatory Surgery
0 - 9,68,88,65,50,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS #191450,Ambulatory Surgery
10--19,70,77,60,69,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS #191450,Ambulatory Surgery
20 - 29,121,163,121,141,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS #191450,Ambulatory Surgery
30 - 39,256,235,241,235,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS #191450,Ambulatory Surgery
40 - 49,275,301,275,299,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS #191450,Ambulatory Surgery
50 - 59,403,411,431,412,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS #191450,Ambulatory Surgery
60 - 69,731,739,677,641,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS #191450,Ambulatory Surgery
70 - 79,860,832,780,788,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS #191450,Ambulatory Surgery
80 Years +,400,354,368,367,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS #191450,Ambulatory Surgery
0 - 9,5,39,44,88,"KAISER FOUNDATION HOSPITALS, AMBULATORY SURGERY CENTER, ANTE #190024",Ambulatory Surgery
10--19,3,24,25,52,"KAISER FOUNDATION HOSPITALS, AMBULATORY SURGERY CENTER, ANTE #190024",Ambulatory Surgery
20 - 29,3,25,41,69,"KAISER FOUNDATION HOSPITALS, AMBULATORY SURGERY CENTER, ANTE #190024",Ambulatory Surgery
30 - 39,3,51,73,127,"KAISER FOUNDATION HOSPITALS, AMBULATORY SURGERY CENTER, ANTE #190024",Ambulatory Surgery
40 - 49,2,52,67,121,"KAISER FOUNDATION HOSPITALS, AMBULATORY SURGERY CENTER, ANTE #190024",Ambulatory Surgery
50 - 59,2,46,75,123,"KAISER FOUNDATION HOSPITALS, AMBULATORY SURGERY CENTER, ANTE #190024",Ambulatory Surgery
60 - 69,1,38,62,101,"KAISER FOUNDATION HOSPITALS, AMBULATORY SURGERY CENTER, ANTE #190024",Ambulatory Surgery
