DISPOSITION,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Expired,0,0,1,1,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
Discharged home with hospice care,14,3,0,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Discharged to a medical facility with hospice care,8,1,0,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Discharged to home or self care (routine discharge),5624,5157,5583,5864,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Discharged/Transferred to a Critical Access Hospital (CAH) with a Planned Acute Care Hospital Inpatient Readmission,0,1,0,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Discharged/Transferred to a hospital-based Medicare approved swing bed,1,1,2,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),2,1,0,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,1,0,0,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,4,2,1,2,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,4,1,4,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Discharged/Transferred to an Inpatient Rehabilitation Facility (IRF) including Rehabilitation Distinct Part Unit of a Hospital with a Planned Acute Care Hospital Inpatient Readmission,1,1,0,1,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,16,4,6,5,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list with a Planned Acute Care Hospital Inpatient Readmission,5,1,0,1,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Discharged/Transferred to Home or Self Care with a Planned Acute Care Hospital Inpatient Readmission,0,0,0,1,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,346,55,67,79,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization with a Planned Acute Care Hospital Inpatient Readmission,1,2,1,3,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,71,18,5,9,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Expired,0,2,0,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Left against medical advice or discontinued care,33,3,1,3,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
Discharged to home or self care (routine discharge),345,337,334,471,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,0,1,0,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,4,0,0,0,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list with a Planned Acute Care Hospital Inpatient Readmission,0,0,1,0,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,713,584,549,534,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,15,17,12,12,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
Discharged to home or self care (routine discharge),1349,1354,1307,1381,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Ambulatory Surgery
Discharged/Transferred to a hospital-based Medicare approved swing bed,0,0,1,3,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,0,1,1,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,0,0,0,1,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,0,0,4,4,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Ambulatory Surgery
Left against medical advice or discontinued care,0,0,2,0,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Ambulatory Surgery
Discharged to home or self care (routine discharge),11,4,2,17,HUNTINGTON BEACH HOSPITAL #301209,Ambulatory Surgery
Discharged to home or self care (routine discharge),1961,1955,2098,2349,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
"Discharged/Transferred to a Nursing Facility certified under Medicaid (Medi-Cal), but not certified under Medicare with a Planned Acute Care Hospital Inpatient Readmission",0,0,1,0,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
Discharged/Transferred to a Psychiatric Hospital or Psychiatric Distinct Part Unit of a Hospital with a Planned Acute Care Hospital Inpatient Readmission,0,0,1,0,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,0,0,0,1,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
Discharged/Transferred to an Inpatient Rehabilitation Facility (IRF) including Rehabilitation Distinct Part Unit of a Hospital with a Planned Acute Care Hospital Inpatient Readmission,0,0,1,0,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,80,82,92,88,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,5,11,10,10,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
Discharged/Transferred to Skilled Nursing Facility (SNF) with Medicare Certification with a Planned Acute Care Hospital Inpatient Readmission,0,0,1,0,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
Left against medical advice or discontinued care,0,0,3,2,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
Other,0,0,1,0,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
Discharged to home or self care (routine discharge),488,545,585,527,INDIO SURGERY CENTER INC. #334578,Ambulatory Surgery
Discharged to home or self care (routine discharge),20,16,17,20,JOHN C FREMONT HEALTHCARE DISTRICT #220733,Ambulatory Surgery
Discharged home with hospice care,1,0,0,0,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Ambulatory Surgery
Discharged to home or self care (routine discharge),848,851,878,856,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,0,1,0,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,1,0,0,1,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Ambulatory Surgery
Error/Unknown,1,7,6,0,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Ambulatory Surgery
Left against medical advice or discontinued care,0,0,1,0,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Ambulatory Surgery
Discharged home with hospice care,0,0,0,1,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Ambulatory Surgery
Discharged to a medical facility with hospice care,0,1,0,0,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Ambulatory Surgery
Discharged to home or self care (routine discharge),1668,1674,1696,1677,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),0,0,1,0,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Ambulatory Surgery
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",0,1,2,1,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,8,9,1,5,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,0,0,1,0,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,15,29,30,55,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,14,15,14,16,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Ambulatory Surgery
Expired,1,1,0,0,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Ambulatory Surgery
Left against medical advice or discontinued care,2,0,3,1,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Ambulatory Surgery
Other,2,0,2,1,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Ambulatory Surgery
Discharged home with hospice care,2,0,0,0,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS #070988,Ambulatory Surgery
Discharged to a medical facility with hospice care,0,0,2,0,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS #070988,Ambulatory Surgery
Discharged to home or self care (routine discharge),1561,1630,1708,1698,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS #070988,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),7,2,1,2,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS #070988,Ambulatory Surgery
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",0,0,0,1,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS #070988,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,38,5,4,7,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS #070988,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,0,1,0,1,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS #070988,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,0,0,0,1,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS #070988,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,9,23,27,29,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS #070988,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,15,21,21,17,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS #070988,Ambulatory Surgery
Left against medical advice or discontinued care,1,2,0,2,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS #070988,Ambulatory Surgery
Other,1,0,0,0,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS #070988,Ambulatory Surgery
Discharged home with hospice care,0,0,0,1,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO #480989,Ambulatory Surgery
Discharged to home or self care (routine discharge),1847,1935,1928,1932,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO #480989,Ambulatory Surgery
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",0,0,1,0,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO #480989,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,7,13,8,11,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO #480989,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,2,4,0,2,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO #480989,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,6,3,2,10,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO #480989,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,1,4,3,2,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO #480989,Ambulatory Surgery
Expired,0,1,0,0,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO #480989,Ambulatory Surgery
Left against medical advice or discontinued care,1,0,0,0,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO #480989,Ambulatory Surgery
Discharged to home or self care (routine discharge),1119,1148,1082,1151,KAISER FOUNDATION HOSPITAL - ANTIOCH  #074097,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,1,1,0,0,KAISER FOUNDATION HOSPITAL - ANTIOCH  #074097,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,549,546,545,505,KAISER FOUNDATION HOSPITAL - ANTIOCH  #074097,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,9,12,15,10,KAISER FOUNDATION HOSPITAL - ANTIOCH  #074097,Ambulatory Surgery
Left against medical advice or discontinued care,0,0,2,0,KAISER FOUNDATION HOSPITAL - ANTIOCH  #074097,Ambulatory Surgery
Discharged home with hospice care,5,0,0,0,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Ambulatory Surgery
Discharged to home or self care (routine discharge),6431,6520,6504,6476,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Ambulatory Surgery
Discharged/Transferred to a Critical Access Hospital (CAH),1,0,0,0,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Ambulatory Surgery
Discharged/Transferred to a federal health care facility,0,0,1,0,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Ambulatory Surgery
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",0,0,1,0,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,3,8,4,4,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,0,2,0,0,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,269,201,220,188,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,3,8,5,3,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Ambulatory Surgery
Left against medical advice or discontinued care,2,0,0,0,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Ambulatory Surgery
Discharged home with hospice care,0,0,1,1,KAISER FOUNDATION HOSPITAL - DOWNEY #196403,Ambulatory Surgery
Discharged to home or self care (routine discharge),3988,4088,4060,4018,KAISER FOUNDATION HOSPITAL - DOWNEY #196403,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),0,0,0,1,KAISER FOUNDATION HOSPITAL - DOWNEY #196403,Ambulatory Surgery
