PREFERRED LANGUAGE SPOKEN,PREFERRED LANGUAGE SPOKEN_1,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
MKH,Mon-Khmer,0,3,3,1,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
,Not Provided/Blank,2,0,0,0,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
RUM,Romanian,0,1,0,0,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
RUS,Russian,1,0,0,0,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
SPA,Spanish,95,105,108,94,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
TGL,Tagalog,0,0,1,0,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
THA,Thai,0,1,1,0,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
VIE,Vietnamese,34,41,36,36,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
999,Unknown,4,0,0,0,GARFIELD MEDICAL CENTER #190315,Ambulatory Surgery
ENG,English,167,132,146,147,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Ambulatory Surgery
CMN,Mandarin,0,1,0,0,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Ambulatory Surgery
PAN,Panjabi; Punjabi,2,0,0,0,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Ambulatory Surgery
PER,Persian,0,1,0,0,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Ambulatory Surgery
SPA,Spanish,134,129,182,181,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Ambulatory Surgery
999,Unknown,6,0,0,0,GEORGE L. MEE MEMORIAL HOSPITAL #270777,Ambulatory Surgery
ARA,Arabic,7,5,3,7,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
ARM,Armenian,243,253,246,235,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
BEN,Bengali,1,1,0,0,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,3,1,2,3,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
CHI,Chinese,2,5,3,2,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
ENG,English,769,838,875,876,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
PES,Farsi,3,4,4,4,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
KOR,Korean,2,4,6,4,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
CMN,Mandarin,1,3,2,1,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
MKH,Mon-Khmer,1,0,1,0,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
PER,Persian,1,0,0,1,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
POL,Polish,0,1,0,0,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
POR,Portuguese,1,0,0,0,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
RUS,Russian,11,10,11,12,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
SPA,Spanish,248,267,280,284,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
TGL,Tagalog,3,3,7,4,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
THA,Thai,0,2,1,2,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
UKR,Ukrainian,0,1,0,0,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
URD,Urdu,0,0,0,1,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
VIE,Vietnamese,0,0,1,0,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
999,Unknown,3,5,0,5,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER #190522,Ambulatory Surgery
ARA,Arabic,0,0,1,0,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,1,0,0,0,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
ENG,English,551,514,454,466,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
RUS,Russian,0,1,0,0,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
SPA,Spanish,41,51,44,54,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
UKR,Ukrainian,0,0,1,2,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
UND,Undetermined,0,2,0,0,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
999,Unknown,0,0,2,0,GOLETA VALLEY COTTAGE HOSPITAL #420483,Ambulatory Surgery
ENG,English,19,23,21,22,GOOD SAMARITAN HOSPITAL-BAKERSFIELD #150775,Ambulatory Surgery
PAN,Panjabi; Punjabi,0,1,0,0,GOOD SAMARITAN HOSPITAL-BAKERSFIELD #150775,Ambulatory Surgery
SPA,Spanish,2,0,0,1,GOOD SAMARITAN HOSPITAL-BAKERSFIELD #150775,Ambulatory Surgery
AMH,Amharic,1,1,0,0,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
ARA,Arabic,0,1,0,1,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
ARM,Armenian,1,0,0,0,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,6,4,6,4,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
CHI,Chinese,12,5,4,6,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
ENG,English,1970,2108,1975,2094,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
FRE,French,1,0,0,0,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
GUJ,Gujarati,0,1,0,1,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
HIN,Hindi,1,4,3,1,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
JPN,Japanese,1,0,0,1,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
KOR,Korean,4,3,3,4,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
CMN,Mandarin,7,9,10,15,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
PAN,Panjabi; Punjabi,1,3,5,2,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
PER,Persian,4,2,1,6,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
POR,Portuguese,1,4,1,2,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
RUS,Russian,9,2,6,9,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
SGN,Sign Language,1,0,0,1,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
SPA,Spanish,78,88,74,89,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
TGL,Tagalog,4,1,10,2,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
TEL,Telugu,0,0,1,0,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
TIR,Tigrinya,1,0,1,0,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
TUR,Turkish,0,0,0,1,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
VIE,Vietnamese,43,49,53,62,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
999,Unknown,3,9,12,14,GOOD SAMARITAN HOSPITAL-SAN JOSE #430779,Ambulatory Surgery
ENG,English,146,147,169,153,GRACE SURGERY CENTER #424085,Ambulatory Surgery
SPA,Spanish,119,72,122,94,GRACE SURGERY CENTER #424085,Ambulatory Surgery
CHI,Chinese,0,0,1,0,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Ambulatory Surgery
ENG,English,5,8,7,7,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Ambulatory Surgery
SPA,Spanish,1,1,7,4,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Ambulatory Surgery
VIE,Vietnamese,0,0,0,1,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Ambulatory Surgery
ARA,Arabic,58,7,3,4,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,1,0,0,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
CHI,Chinese,5,0,0,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
ENG,English,2936,3582,3677,3539,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
PES,Farsi,4,0,0,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
GER,German,1,0,0,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
KOR,Korean,1,1,1,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
LAO,Lao,2,0,0,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
CMN,Mandarin,1,0,0,1,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
MKH,Mon-Khmer,1,0,0,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
PER,Persian,0,1,1,1,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
POR,Portuguese,1,0,0,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
RUS,Russian,5,0,0,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
SOM,Somali,2,0,0,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
SPA,Spanish,174,14,12,11,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
TGL,Tagalog,10,0,0,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
TEL,Telugu,0,0,0,1,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
THA,Thai,1,0,0,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
UKR,Ukrainian,1,0,0,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
VIE,Vietnamese,43,2,0,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
YOR,Yoruba,1,0,0,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
999,Unknown,9,0,0,0,GROSSMONT HOSPITAL #370714,Ambulatory Surgery
ARA,Arabic,0,0,2,0,"HAPY BEAR SURGERY, LLC #544086",Ambulatory Surgery
ENG,English,468,552,553,499,"HAPY BEAR SURGERY, LLC #544086",Ambulatory Surgery
SPA,Spanish,162,206,186,182,"HAPY BEAR SURGERY, LLC #544086",Ambulatory Surgery
999,Unknown,0,0,1,0,"HAPY BEAR SURGERY, LLC #544086",Ambulatory Surgery
CHI,Chinese,0,0,1,0,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Ambulatory Surgery
ENG,English,265,312,320,309,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Ambulatory Surgery
PAN,Panjabi; Punjabi,0,0,0,1,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Ambulatory Surgery
SPA,Spanish,71,79,85,90,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Ambulatory Surgery
TGL,Tagalog,0,0,0,2,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Ambulatory Surgery
999,Unknown,0,1,0,0,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Ambulatory Surgery
ENG,English,178,211,193,172,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
FRE,French,1,0,0,0,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
CMN,Mandarin,0,1,0,0,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
PAN,Panjabi; Punjabi,0,0,1,0,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
SGN,Sign Language,0,0,0,1,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
SPA,Spanish,34,52,30,24,HEALDSBURG HOSPITAL #490964,Ambulatory Surgery
ENG,English,239,202,197,145,HEMET GLOBAL MEDICAL CENTER #331194,Ambulatory Surgery
SPA,Spanish,29,33,31,22,HEMET GLOBAL MEDICAL CENTER #331194,Ambulatory Surgery
ARA,Arabic,1,2,1,1,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
ENG,English,988,1043,1169,1148,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
PES,Farsi,1,3,3,0,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
HIN,Hindi,0,1,0,1,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
KOR,Korean,1,2,0,0,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
CMN,Mandarin,1,0,0,1,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
RUS,Russian,0,1,1,1,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
SGN,Sign Language,1,0,0,0,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
SPA,Spanish,29,46,29,29,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
TGL,Tagalog,0,1,0,0,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
THA,Thai,0,0,0,1,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
VIE,Vietnamese,0,0,1,0,HENRY MAYO NEWHALL HOSPITAL #190949,Ambulatory Surgery
ARA,Arabic,1,0,0,0,HI-DESERT MEDICAL CENTER #362041,Ambulatory Surgery
ENG,English,87,66,36,39,HI-DESERT MEDICAL CENTER #362041,Ambulatory Surgery
SPA,Spanish,2,4,2,1,HI-DESERT MEDICAL CENTER #362041,Ambulatory Surgery
TGL,Tagalog,1,0,0,0,HI-DESERT MEDICAL CENTER #362041,Ambulatory Surgery
ARA,Arabic,0,1,0,0,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
ARM,Armenian,0,2,1,0,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
BUR,Burmese,0,0,1,0,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,0,1,0,0,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
ENG,English,203,204,155,139,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
KOR,Korean,0,1,0,0,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
POL,Polish,0,1,0,0,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
RUS,Russian,0,1,1,3,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
SGN,Sign Language,0,0,1,0,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
SPA,Spanish,232,177,163,162,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
TGL,Tagalog,0,1,1,1,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
THA,Thai,1,0,0,0,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
VIE,Vietnamese,1,0,1,0,HIGH DESERT HEALTH SYSTEM AMBULATORY SURGICAL CENTER #197943,Ambulatory Surgery
AMH,Amharic,9,6,9,9,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
ARA,Arabic,10,17,23,17,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
ARM,Armenian,0,1,0,0,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
BEN,Bengali,0,0,2,0,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
BOS,Bosnian,3,0,3,4,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
BUR,Burmese,2,5,0,2,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,51,43,72,53,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
CHI,Chinese,1,0,0,1,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
HRV,Croatian,1,1,2,0,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
ENG,English,955,954,1064,880,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
PES,Farsi,6,6,5,3,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
FRE,French,3,2,5,5,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
CPF,French Creole,1,0,0,0,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
GUJ,Gujarati,0,0,1,1,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
HIN,Hindi,3,5,14,8,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
HUN,Hungarian,1,0,0,0,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
IBO,Igbo,1,0,1,0,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
IND,Indonesian,0,1,0,0,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
KOR,Korean,5,1,3,1,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
LAO,Lao,0,3,6,5,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
MAL,Malayalam,0,0,1,1,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
CMN,Mandarin,18,23,26,20,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
IUM,Mien; lu Mien,7,6,11,9,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
MON,Mongolian,1,3,5,3,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
MKH,Mon-Khmer,10,4,11,4,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
NEP,Nepali,5,6,6,5,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
ZXX,No Linguistic Content,0,0,0,1,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
PAN,Panjabi; Punjabi,7,7,7,6,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
PUS,Pashto,3,2,4,2,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
PER,Persian,13,7,8,9,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
POR,Portuguese,3,1,3,1,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
RUM,Romanian,1,0,2,3,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
RUS,Russian,3,3,2,6,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
SGN,Sign Language,2,1,1,2,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
SPA,Spanish,819,737,814,753,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
SWA,Swahili,1,0,0,0,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
TGL,Tagalog,20,10,18,24,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
TEL,Telugu,0,0,1,0,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
THA,Thai,0,0,1,1,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
TIR,Tigrinya,11,12,25,10,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
TON,Tonga,3,0,0,3,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
TUR,Turkish,1,0,0,0,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
UKR,Ukrainian,0,0,1,0,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
URD,Urdu,1,2,3,3,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
VIE,Vietnamese,24,43,32,22,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
YOR,Yoruba,0,1,1,0,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
999,Unknown,15,19,19,25,HIGHLAND HOSPITAL #010846,Ambulatory Surgery
ARA,Arabic,9,7,5,10,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
ARM,Armenian,0,0,0,1,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,0,1,2,1,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
CHI,Chinese,21,21,22,23,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
HRV,Croatian,0,1,0,1,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
ENG,English,5750,4966,5387,5665,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
FRE,French,0,0,1,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
GRE,Greek,0,1,0,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
GUJ,Gujarati,1,0,2,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
HIN,Hindi,1,0,0,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
IND,Indonesian,0,1,0,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
ITA,Italian,2,0,0,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
JPN,Japanese,7,9,9,5,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
KOR,Korean,17,11,10,26,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
CMN,Mandarin,25,23,17,27,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
,Not Provided/Blank,0,0,0,2,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
PAN,Panjabi; Punjabi,0,2,0,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
PER,Persian,50,30,33,39,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
POL,Polish,0,1,3,1,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
POR,Portuguese,1,0,1,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
RUM,Romanian,3,0,5,2,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
RUS,Russian,5,5,8,3,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
SGN,Sign Language,5,1,2,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
SPA,Spanish,169,137,131,137,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
TGL,Tagalog,3,5,2,2,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
TEL,Telugu,0,1,0,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
THA,Thai,1,0,0,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
TUR,Turkish,1,1,1,1,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
UKR,Ukrainian,0,0,1,1,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
URD,Urdu,3,1,1,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
VIE,Vietnamese,41,20,23,20,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
999,Unknown,16,8,4,1,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Ambulatory Surgery
CHI,Chinese,1,0,0,0,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
ENG,English,1055,921,885,1006,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
GRE,Greek,1,0,0,0,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
HIN,Hindi,0,1,0,1,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
JPN,Japanese,0,0,1,0,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
KOR,Korean,2,1,0,0,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
CMN,Mandarin,2,1,0,2,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
PAN,Panjabi; Punjabi,1,1,0,0,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
PER,Persian,2,4,2,1,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
SPA,Spanish,10,7,8,4,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
TGL,Tagalog,0,0,0,1,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
THA,Thai,0,0,1,0,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
VIE,Vietnamese,1,1,0,1,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
999,Unknown,2,1,0,1,HOAG ORTHOPEDIC INSTITUTE #304460,Ambulatory Surgery
ENG,English,1328,1337,1310,1379,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Ambulatory Surgery
SPA,Spanish,21,16,5,10,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Ambulatory Surgery
999,Unknown,0,1,0,1,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Ambulatory Surgery
ENG,English,11,4,2,17,HUNTINGTON BEACH HOSPITAL #301209,Ambulatory Surgery
ARA,Arabic,3,1,0,0,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
ARM,Armenian,12,17,19,30,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
BUR,Burmese,0,0,1,1,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,11,11,11,10,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
CHI,Chinese,4,5,5,6,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
ENG,English,1821,1840,1960,2197,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
PES,Farsi,5,0,1,3,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
HEB,Hebrew,0,0,0,1,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
HIN,Hindi,0,0,1,0,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
ITA,Italian,1,0,1,0,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
JPN,Japanese,4,2,0,4,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
KOR,Korean,0,4,4,3,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
CMN,Mandarin,17,15,18,19,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
MON,Mongolian,0,0,1,0,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
NEP,Nepali,0,0,1,0,HUNTINGTON HOSPITAL #190400,Ambulatory Surgery
