EXPECTED PAYER SOURCE,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Medicaid (Medi-Cal),488,436,485,527,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Medicare Part A,0,0,1,0,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Medicare Part B,235,240,227,209,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Point of Service (POS),4,9,7,14,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Preferred Provider Organization (PPO),17,19,27,20,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Self Pay,505,546,448,411,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Veterans Affairs Plan,8,4,2,7,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Workers' Compensation Health Claim,19,25,25,30,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Other,11,2,13,4,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Other Non-federal programs,10,2,7,0,GREATER EL MONTE COMMUNITY HOSPITAL #190352,Emergency Department
Automobile Medical,6,4,4,5,GROSSMONT HOSPITAL #370714,Emergency Department
Blue Cross/Blue Shield,5,0,0,0,GROSSMONT HOSPITAL #370714,Emergency Department
CHAMPUS (TRICARE),453,514,462,511,GROSSMONT HOSPITAL #370714,Emergency Department
Commercial Insurance Company,50,39,73,56,GROSSMONT HOSPITAL #370714,Emergency Department
Exclusive Provider Organization (EPO),46,68,74,71,GROSSMONT HOSPITAL #370714,Emergency Department
Health Maintenance Organization,2903,2343,3987,3942,GROSSMONT HOSPITAL #370714,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,2811,3464,3588,3521,GROSSMONT HOSPITAL #370714,Emergency Department
Medicaid (Medi-Cal),12606,15504,14173,14511,GROSSMONT HOSPITAL #370714,Emergency Department
Medicare Part B,2648,4027,4118,3889,GROSSMONT HOSPITAL #370714,Emergency Department
Point of Service (POS),112,380,387,381,GROSSMONT HOSPITAL #370714,Emergency Department
Preferred Provider Organization (PPO),1755,1726,1920,1910,GROSSMONT HOSPITAL #370714,Emergency Department
Self Pay,530,0,0,0,GROSSMONT HOSPITAL #370714,Emergency Department
Veterans Affairs Plan,144,181,176,196,GROSSMONT HOSPITAL #370714,Emergency Department
Workers' Compensation Health Claim,287,272,311,228,GROSSMONT HOSPITAL #370714,Emergency Department
Other,7,17,11,12,GROSSMONT HOSPITAL #370714,Emergency Department
Other federal program,17,24,34,28,GROSSMONT HOSPITAL #370714,Emergency Department
Other Non-federal programs,64,128,148,145,GROSSMONT HOSPITAL #370714,Emergency Department
Blue Cross/Blue Shield,829,949,873,945,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Emergency Department
CHAMPUS (TRICARE),34,43,53,41,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Emergency Department
Commercial Insurance Company,718,720,740,758,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Emergency Department
Medicaid (Medi-Cal),3129,3470,2868,3363,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Emergency Department
Medicare Part B,893,1025,933,1010,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Emergency Department
Self Pay,212,234,306,187,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Emergency Department
Workers' Compensation Health Claim,68,75,102,73,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Emergency Department
Other,5,13,17,6,HAZEL HAWKINS MEMORIAL HOSPITAL #350784,Emergency Department
Automobile Medical,13,4,6,7,HEALDSBURG HOSPITAL #490964,Emergency Department
Blue Cross/Blue Shield,0,0,1,0,HEALDSBURG HOSPITAL #490964,Emergency Department
CHAMPUS (TRICARE),6,7,4,6,HEALDSBURG HOSPITAL #490964,Emergency Department
Commercial Insurance Company,1,5,8,1,HEALDSBURG HOSPITAL #490964,Emergency Department
Exclusive Provider Organization (EPO),12,4,7,4,HEALDSBURG HOSPITAL #490964,Emergency Department
Health Maintenance Organization,114,158,131,112,HEALDSBURG HOSPITAL #490964,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,138,160,159,127,HEALDSBURG HOSPITAL #490964,Emergency Department
Medicaid (Medi-Cal),1216,1315,1252,1114,HEALDSBURG HOSPITAL #490964,Emergency Department
Medicare Part B,385,433,430,418,HEALDSBURG HOSPITAL #490964,Emergency Department
Point of Service (POS),16,27,26,20,HEALDSBURG HOSPITAL #490964,Emergency Department
Preferred Provider Organization (PPO),318,392,315,328,HEALDSBURG HOSPITAL #490964,Emergency Department
Self Pay,83,90,103,78,HEALDSBURG HOSPITAL #490964,Emergency Department
Veterans Affairs Plan,3,0,1,1,HEALDSBURG HOSPITAL #490964,Emergency Department
Workers' Compensation Health Claim,65,76,75,59,HEALDSBURG HOSPITAL #490964,Emergency Department
Other,0,1,0,1,HEALDSBURG HOSPITAL #490964,Emergency Department
Other Non-federal programs,13,15,18,18,HEALDSBURG HOSPITAL #490964,Emergency Department
Blue Cross/Blue Shield,50,34,26,49,HEMET GLOBAL MEDICAL CENTER #331194,Emergency Department
CHAMPUS (TRICARE),27,28,11,34,HEMET GLOBAL MEDICAL CENTER #331194,Emergency Department
Commercial Insurance Company,329,342,279,278,HEMET GLOBAL MEDICAL CENTER #331194,Emergency Department
Health Maintenance Organization,839,869,853,767,HEMET GLOBAL MEDICAL CENTER #331194,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,1584,1704,1788,1555,HEMET GLOBAL MEDICAL CENTER #331194,Emergency Department
Medicaid (Medi-Cal),6117,6394,5946,6192,HEMET GLOBAL MEDICAL CENTER #331194,Emergency Department
Medicare Part B,573,671,636,618,HEMET GLOBAL MEDICAL CENTER #331194,Emergency Department
Preferred Provider Organization (PPO),35,37,47,34,HEMET GLOBAL MEDICAL CENTER #331194,Emergency Department
Self Pay,632,701,1125,874,HEMET GLOBAL MEDICAL CENTER #331194,Emergency Department
Workers' Compensation Health Claim,0,0,0,3,HEMET GLOBAL MEDICAL CENTER #331194,Emergency Department
Other,0,2,0,0,HEMET GLOBAL MEDICAL CENTER #331194,Emergency Department
Other federal program,0,0,1,1,HEMET GLOBAL MEDICAL CENTER #331194,Emergency Department
Automobile Medical,10,7,5,6,HENRY MAYO NEWHALL HOSPITAL #190949,Emergency Department
CHAMPUS (TRICARE),73,62,84,90,HENRY MAYO NEWHALL HOSPITAL #190949,Emergency Department
Commercial Insurance Company,23,22,31,20,HENRY MAYO NEWHALL HOSPITAL #190949,Emergency Department
Health Maintenance Organization,2085,2202,2202,2366,HENRY MAYO NEWHALL HOSPITAL #190949,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,1507,1599,1740,1707,HENRY MAYO NEWHALL HOSPITAL #190949,Emergency Department
Medicaid (Medi-Cal),5626,5773,5524,6101,HENRY MAYO NEWHALL HOSPITAL #190949,Emergency Department
Medicare Part B,957,1022,1030,1055,HENRY MAYO NEWHALL HOSPITAL #190949,Emergency Department
Preferred Provider Organization (PPO),2203,2300,2482,2612,HENRY MAYO NEWHALL HOSPITAL #190949,Emergency Department
Self Pay,701,803,831,871,HENRY MAYO NEWHALL HOSPITAL #190949,Emergency Department
Workers' Compensation Health Claim,217,264,279,230,HENRY MAYO NEWHALL HOSPITAL #190949,Emergency Department
Other,22,24,10,12,HENRY MAYO NEWHALL HOSPITAL #190949,Emergency Department
Other Non-federal programs,191,265,250,209,HENRY MAYO NEWHALL HOSPITAL #190949,Emergency Department
Blank/Invalid,7,6,5,10,HENRY MAYO NEWHALL HOSPITAL #190949,Emergency Department
Automobile Medical,5,15,6,2,HI-DESERT MEDICAL CENTER #362041,Emergency Department
Blue Cross/Blue Shield,2,0,0,0,HI-DESERT MEDICAL CENTER #362041,Emergency Department
CHAMPUS (TRICARE),97,119,113,97,HI-DESERT MEDICAL CENTER #362041,Emergency Department
Commercial Insurance Company,144,150,137,165,HI-DESERT MEDICAL CENTER #362041,Emergency Department
Error/Unknown,0,0,3,0,HI-DESERT MEDICAL CENTER #362041,Emergency Department
Exclusive Provider Organization (EPO),2,3,2,3,HI-DESERT MEDICAL CENTER #362041,Emergency Department
Health Maintenance Organization,258,225,254,251,HI-DESERT MEDICAL CENTER #362041,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,717,730,721,756,HI-DESERT MEDICAL CENTER #362041,Emergency Department
Medicaid (Medi-Cal),3423,3416,3348,3646,HI-DESERT MEDICAL CENTER #362041,Emergency Department
Medicare Part B,603,604,647,614,HI-DESERT MEDICAL CENTER #362041,Emergency Department
Point of Service (POS),82,77,63,52,HI-DESERT MEDICAL CENTER #362041,Emergency Department
Preferred Provider Organization (PPO),403,406,342,383,HI-DESERT MEDICAL CENTER #362041,Emergency Department
Self Pay,283,361,343,290,HI-DESERT MEDICAL CENTER #362041,Emergency Department
Title V,3,5,1,6,HI-DESERT MEDICAL CENTER #362041,Emergency Department
Veterans Affairs Plan,107,96,108,117,HI-DESERT MEDICAL CENTER #362041,Emergency Department
Workers' Compensation Health Claim,44,38,33,39,HI-DESERT MEDICAL CENTER #362041,Emergency Department
Other,5,6,13,12,HI-DESERT MEDICAL CENTER #362041,Emergency Department
Other Non-federal programs,0,1,2,0,HI-DESERT MEDICAL CENTER #362041,Emergency Department
Blue Cross/Blue Shield,503,536,660,630,HIGHLAND HOSPITAL #010846,Emergency Department
CHAMPUS (TRICARE),23,49,49,53,HIGHLAND HOSPITAL #010846,Emergency Department
Commercial Insurance Company,251,318,292,289,HIGHLAND HOSPITAL #010846,Emergency Department
Health Maintenance Organization,267,269,323,303,HIGHLAND HOSPITAL #010846,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,617,632,724,708,HIGHLAND HOSPITAL #010846,Emergency Department
Medicaid (Medi-Cal),12353,13043,12811,12819,HIGHLAND HOSPITAL #010846,Emergency Department
Medicare Part A,2,1,9,2,HIGHLAND HOSPITAL #010846,Emergency Department
Medicare Part B,1834,1822,1855,1864,HIGHLAND HOSPITAL #010846,Emergency Department
Preferred Provider Organization (PPO),187,196,162,196,HIGHLAND HOSPITAL #010846,Emergency Department
Self Pay,1910,1955,1718,1660,HIGHLAND HOSPITAL #010846,Emergency Department
Title V,7,8,3,4,HIGHLAND HOSPITAL #010846,Emergency Department
Veterans Affairs Plan,5,2,3,1,HIGHLAND HOSPITAL #010846,Emergency Department
Workers' Compensation Health Claim,83,92,104,93,HIGHLAND HOSPITAL #010846,Emergency Department
Other federal program,3,4,0,0,HIGHLAND HOSPITAL #010846,Emergency Department
Other Non-federal programs,543,490,389,355,HIGHLAND HOSPITAL #010846,Emergency Department
Blank/Invalid,42,126,20,14,HIGHLAND HOSPITAL #010846,Emergency Department
Blue Cross/Blue Shield,0,0,1,3,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Emergency Department
CHAMPUS (TRICARE),185,192,177,203,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Emergency Department
Commercial Insurance Company,317,312,327,343,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Emergency Department
Exclusive Provider Organization (EPO),144,228,249,227,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Emergency Department
Health Maintenance Organization,3842,3624,3685,4001,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,3050,3323,3185,3276,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Emergency Department
Medicaid (Medi-Cal),6688,7469,7561,7753,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Emergency Department
Medicare Part A,0,0,24,6,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Emergency Department
Medicare Part B,3941,4232,4337,4411,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Emergency Department
Point of Service (POS),1216,1170,1231,1284,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Emergency Department
Preferred Provider Organization (PPO),5842,6008,6264,6346,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Emergency Department
Self Pay,1415,1439,1657,1359,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Emergency Department
Veterans Affairs Plan,51,61,52,65,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Emergency Department
Workers' Compensation Health Claim,185,172,186,192,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Emergency Department
Other,1,2,0,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Emergency Department
Other Non-federal programs,104,117,140,126,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Emergency Department
Blank/Invalid,0,1,0,0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN #301205,Emergency Department
Blue Cross/Blue Shield,389,427,487,455,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Emergency Department
CHAMPUS (TRICARE),3,2,9,9,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Emergency Department
Commercial Insurance Company,527,463,530,445,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Emergency Department
Health Maintenance Organization,107,119,114,162,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,490,564,544,577,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Emergency Department
Medicaid (Medi-Cal),4112,4414,4485,4230,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Emergency Department
Medicare Part B,530,504,576,544,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Emergency Department
Preferred Provider Organization (PPO),0,1,1,0,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Emergency Department
Self Pay,905,920,902,902,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Emergency Department
Workers' Compensation Health Claim,8,5,4,4,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Emergency Department
Blank/Invalid,3,4,5,4,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER #190382,Emergency Department
Blue Cross/Blue Shield,2,0,0,0,HUNTINGTON BEACH HOSPITAL #301209,Emergency Department
Commercial Insurance Company,6,17,10,14,HUNTINGTON BEACH HOSPITAL #301209,Emergency Department
Health Maintenance Organization,502,522,604,568,HUNTINGTON BEACH HOSPITAL #301209,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,172,199,233,172,HUNTINGTON BEACH HOSPITAL #301209,Emergency Department
Medicaid (Medi-Cal),1436,1680,1680,1707,HUNTINGTON BEACH HOSPITAL #301209,Emergency Department
Medicare Part A,1,0,3,1,HUNTINGTON BEACH HOSPITAL #301209,Emergency Department
Medicare Part B,5,8,5,1,HUNTINGTON BEACH HOSPITAL #301209,Emergency Department
Preferred Provider Organization (PPO),389,447,511,497,HUNTINGTON BEACH HOSPITAL #301209,Emergency Department
Self Pay,188,219,210,169,HUNTINGTON BEACH HOSPITAL #301209,Emergency Department
Veterans Affairs Plan,3,4,11,1,HUNTINGTON BEACH HOSPITAL #301209,Emergency Department
Other,0,1,1,1,HUNTINGTON BEACH HOSPITAL #301209,Emergency Department
Other federal program,2,7,0,0,HUNTINGTON BEACH HOSPITAL #301209,Emergency Department
Other Non-federal programs,15,12,18,22,HUNTINGTON BEACH HOSPITAL #301209,Emergency Department
Blue Cross/Blue Shield,288,313,322,331,HUNTINGTON HOSPITAL #190400,Emergency Department
CHAMPUS (TRICARE),21,29,24,21,HUNTINGTON HOSPITAL #190400,Emergency Department
Commercial Insurance Company,46,60,57,83,HUNTINGTON HOSPITAL #190400,Emergency Department
Health Maintenance Organization,2120,2145,2339,2564,HUNTINGTON HOSPITAL #190400,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,946,1015,1047,1120,HUNTINGTON HOSPITAL #190400,Emergency Department
Medicaid (Medi-Cal),4784,4811,4804,4869,HUNTINGTON HOSPITAL #190400,Emergency Department
Medicare Part A,5,0,1,2,HUNTINGTON HOSPITAL #190400,Emergency Department
Medicare Part B,1260,1325,1335,1455,HUNTINGTON HOSPITAL #190400,Emergency Department
Point of Service (POS),2,5,3,1,HUNTINGTON HOSPITAL #190400,Emergency Department
Preferred Provider Organization (PPO),3007,3044,3162,3238,HUNTINGTON HOSPITAL #190400,Emergency Department
Self Pay,876,873,948,976,HUNTINGTON HOSPITAL #190400,Emergency Department
Title V,5,1,1,4,HUNTINGTON HOSPITAL #190400,Emergency Department
Veterans Affairs Plan,20,17,38,35,HUNTINGTON HOSPITAL #190400,Emergency Department
Workers' Compensation Health Claim,113,100,107,102,HUNTINGTON HOSPITAL #190400,Emergency Department
Other,1,0,0,2,HUNTINGTON HOSPITAL #190400,Emergency Department
Other Non-federal programs,11,6,4,7,HUNTINGTON HOSPITAL #190400,Emergency Department
Blue Cross/Blue Shield,225,267,238,264,JOHN C FREMONT HEALTHCARE DISTRICT #220733,Emergency Department
CHAMPUS (TRICARE),2,0,0,0,JOHN C FREMONT HEALTHCARE DISTRICT #220733,Emergency Department
Commercial Insurance Company,242,316,344,250,JOHN C FREMONT HEALTHCARE DISTRICT #220733,Emergency Department
Medicaid (Medi-Cal),639,636,614,576,JOHN C FREMONT HEALTHCARE DISTRICT #220733,Emergency Department
Medicare Part B,402,427,449,452,JOHN C FREMONT HEALTHCARE DISTRICT #220733,Emergency Department
Self Pay,68,122,142,99,JOHN C FREMONT HEALTHCARE DISTRICT #220733,Emergency Department
Veterans Affairs Plan,0,0,4,0,JOHN C FREMONT HEALTHCARE DISTRICT #220733,Emergency Department
Workers' Compensation Health Claim,26,35,57,27,JOHN C FREMONT HEALTHCARE DISTRICT #220733,Emergency Department
Automobile Medical,15,20,20,18,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
Blue Cross/Blue Shield,3,11,7,11,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
CHAMPUS (TRICARE),19,21,19,30,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
Commercial Insurance Company,246,244,180,226,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
Error/Unknown,17,22,48,10,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
Exclusive Provider Organization (EPO),21,21,16,19,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
Health Maintenance Organization,514,523,499,515,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,1151,1196,1107,1119,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
Medicaid (Medi-Cal),7846,7896,7535,7941,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
Medicare Part B,657,571,529,574,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
Point of Service (POS),51,42,48,57,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
Preferred Provider Organization (PPO),768,677,653,764,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
Self Pay,779,767,607,632,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
Title V,1,1,0,3,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
Veterans Affairs Plan,2,5,3,11,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
Workers' Compensation Health Claim,124,144,149,126,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
Other,7,26,44,93,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
Other federal program,0,1,1,0,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
Other Non-federal programs,125,126,134,124,JOHN F. KENNEDY MEMORIAL HOSPITAL #331216,Emergency Department
CHAMPUS (TRICARE),36,52,52,34,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Emergency Department
Commercial Insurance Company,26,36,31,21,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Emergency Department
Health Maintenance Organization,418,407,387,374,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,7777,8328,7665,7844,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Emergency Department
Medicaid (Medi-Cal),367,368,421,335,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Emergency Department
Medicare Part B,2037,2205,2077,2109,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Emergency Department
Preferred Provider Organization (PPO),2634,2713,2769,2672,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Emergency Department
Self Pay,801,905,811,853,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Emergency Department
Workers' Compensation Health Claim,168,183,167,166,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS #071018,Emergency Department
