PREFERRED LANGUAGE SPOKEN,PREFERRED LANGUAGE SPOKEN_1,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
KOR,Korean,2,6,4,1,DESERT REGIONAL MEDICAL CENTER #331164,Emergency Department
LAO,Lao,1,0,0,0,DESERT REGIONAL MEDICAL CENTER #331164,Emergency Department
POL,Polish,0,0,1,1,DESERT REGIONAL MEDICAL CENTER #331164,Emergency Department
POR,Portuguese,3,4,0,0,DESERT REGIONAL MEDICAL CENTER #331164,Emergency Department
RUS,Russian,1,6,4,8,DESERT REGIONAL MEDICAL CENTER #331164,Emergency Department
SMO,Samoan,0,0,0,2,DESERT REGIONAL MEDICAL CENTER #331164,Emergency Department
SGN,Sign Language,4,2,0,2,DESERT REGIONAL MEDICAL CENTER #331164,Emergency Department
SPA,Spanish,1661,1848,1760,1714,DESERT REGIONAL MEDICAL CENTER #331164,Emergency Department
SWE,Swedish,0,0,2,0,DESERT REGIONAL MEDICAL CENTER #331164,Emergency Department
TGL,Tagalog,10,8,4,4,DESERT REGIONAL MEDICAL CENTER #331164,Emergency Department
THA,Thai,1,0,2,1,DESERT REGIONAL MEDICAL CENTER #331164,Emergency Department
TUR,Turkish,0,0,1,1,DESERT REGIONAL MEDICAL CENTER #331164,Emergency Department
UKR,Ukrainian,0,2,0,1,DESERT REGIONAL MEDICAL CENTER #331164,Emergency Department
VIE,Vietnamese,3,3,3,1,DESERT REGIONAL MEDICAL CENTER #331164,Emergency Department
YID,Yiddish,1,0,0,0,DESERT REGIONAL MEDICAL CENTER #331164,Emergency Department
999,Unknown,8,9,11,4,DESERT REGIONAL MEDICAL CENTER #331164,Emergency Department
AMH,Amharic,0,1,0,0,DESERT VALLEY HOSPITAL #364144,Emergency Department
ARM,Armenian,0,0,1,0,DESERT VALLEY HOSPITAL #364144,Emergency Department
CHI,Chinese,1,0,0,1,DESERT VALLEY HOSPITAL #364144,Emergency Department
ENG,English,9359,9571,9832,10127,DESERT VALLEY HOSPITAL #364144,Emergency Department
KOR,Korean,0,2,2,1,DESERT VALLEY HOSPITAL #364144,Emergency Department
CMN,Mandarin,2,0,0,2,DESERT VALLEY HOSPITAL #364144,Emergency Department
NAV,Navajo,0,1,2,0,DESERT VALLEY HOSPITAL #364144,Emergency Department
PER,Persian,1,0,0,0,DESERT VALLEY HOSPITAL #364144,Emergency Department
RUS,Russian,1,0,0,0,DESERT VALLEY HOSPITAL #364144,Emergency Department
SPA,Spanish,508,516,421,558,DESERT VALLEY HOSPITAL #364144,Emergency Department
TGL,Tagalog,0,0,2,0,DESERT VALLEY HOSPITAL #364144,Emergency Department
999,Unknown,6,2,1,2,DESERT VALLEY HOSPITAL #364144,Emergency Department
ARA,Arabic,7,3,7,5,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
CHI,Chinese,2,4,3,1,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
ENG,English,6351,6728,6248,6293,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
EST,Estonian,1,0,0,2,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
PES,Farsi,1,2,3,1,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
FIL,Filipino,2,2,3,1,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
FRE,French,1,0,0,1,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
GER,German,1,0,2,0,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
HIN,Hindi,0,1,0,0,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
HMN,Hmong,0,0,1,1,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
HUN,Hungarian,0,1,0,0,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
IND,Indonesian,0,1,0,0,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
ITA,Italian,0,0,0,1,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
KOR,Korean,0,0,0,1,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
LAO,Lao,0,0,1,0,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
LIT,Lithuanian,0,2,1,0,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
PAN,Panjabi; Punjabi,0,0,1,1,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
POL,Polish,0,1,0,0,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
POR,Portuguese,7,4,5,3,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
RUS,Russian,1,1,0,4,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
SMO,Samoan,0,1,0,1,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
SGN,Sign Language,3,6,2,3,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
SPA,Spanish,581,701,617,533,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
SWE,Swedish,0,0,1,0,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
TGL,Tagalog,7,7,7,5,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
VIE,Vietnamese,7,3,0,0,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
999,Unknown,15,17,11,5,DOCTORS HOSPITAL OF MANTECA #392287,Emergency Department
ARA,Arabic,6,9,12,10,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
BAQ,Basque,0,0,0,1,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
CHI,Chinese,1,1,3,0,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
EGY,Egyptian Ancient,0,0,1,1,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
ENG,English,9810,10212,10165,10619,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
EPO,Esperanto,1,0,0,0,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
FRE,French,0,0,0,2,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
JPN,Japanese,0,1,0,0,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
KOR,Korean,6,2,6,2,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
CMN,Mandarin,0,0,0,1,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
PAN,Panjabi; Punjabi,3,3,2,0,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
SGN,Sign Language,0,1,0,1,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
SPA,Spanish,2483,2543,2557,2676,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
TGL,Tagalog,0,4,0,1,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
TON,Tonga,1,0,0,1,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
UND,Undetermined,1,0,1,1,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
VIE,Vietnamese,7,5,8,5,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
999,Unknown,53,10,37,64,DOCTORS HOSPITAL OF RIVERSIDE #331293,Emergency Department
ARA,Arabic,41,44,29,37,DOCTORS MEDICAL CENTER #500852,Emergency Department
CHI,Chinese,6,5,3,7,DOCTORS MEDICAL CENTER #500852,Emergency Department
DAN,Danish,1,1,5,2,DOCTORS MEDICAL CENTER #500852,Emergency Department
ENG,English,16011,16174,14602,14546,DOCTORS MEDICAL CENTER #500852,Emergency Department
EST,Estonian,3,2,0,4,DOCTORS MEDICAL CENTER #500852,Emergency Department
PES,Farsi,9,13,13,19,DOCTORS MEDICAL CENTER #500852,Emergency Department
FIL,Filipino,1,5,0,5,DOCTORS MEDICAL CENTER #500852,Emergency Department
FRE,French,1,1,1,1,DOCTORS MEDICAL CENTER #500852,Emergency Department
CPF,French Creole,0,0,0,1,DOCTORS MEDICAL CENTER #500852,Emergency Department
GRE,Greek,0,0,0,2,DOCTORS MEDICAL CENTER #500852,Emergency Department
HEB,Hebrew,0,0,0,1,DOCTORS MEDICAL CENTER #500852,Emergency Department
HIN,Hindi,0,0,0,1,DOCTORS MEDICAL CENTER #500852,Emergency Department
HMN,Hmong,5,3,2,5,DOCTORS MEDICAL CENTER #500852,Emergency Department
HUN,Hungarian,0,0,0,25,DOCTORS MEDICAL CENTER #500852,Emergency Department
IND,Indonesian,2,0,1,34,DOCTORS MEDICAL CENTER #500852,Emergency Department
ITA,Italian,0,2,0,1,DOCTORS MEDICAL CENTER #500852,Emergency Department
KOR,Korean,1,0,2,2,DOCTORS MEDICAL CENTER #500852,Emergency Department
LAO,Lao,4,6,5,7,DOCTORS MEDICAL CENTER #500852,Emergency Department
PAN,Panjabi; Punjabi,0,0,0,1,DOCTORS MEDICAL CENTER #500852,Emergency Department
PUS,Pashto,1,0,0,0,DOCTORS MEDICAL CENTER #500852,Emergency Department
POL,Polish,0,0,1,0,DOCTORS MEDICAL CENTER #500852,Emergency Department
POR,Portuguese,8,13,5,15,DOCTORS MEDICAL CENTER #500852,Emergency Department
RUS,Russian,1,1,2,3,DOCTORS MEDICAL CENTER #500852,Emergency Department
SMO,Samoan,0,1,0,1,DOCTORS MEDICAL CENTER #500852,Emergency Department
SGN,Sign Language,1,6,11,5,DOCTORS MEDICAL CENTER #500852,Emergency Department
SPA,Spanish,2773,2794,2690,2549,DOCTORS MEDICAL CENTER #500852,Emergency Department
TGL,Tagalog,2,3,3,0,DOCTORS MEDICAL CENTER #500852,Emergency Department
UKR,Ukrainian,2,2,0,0,DOCTORS MEDICAL CENTER #500852,Emergency Department
VIE,Vietnamese,5,13,8,13,DOCTORS MEDICAL CENTER #500852,Emergency Department
YID,Yiddish,1,0,0,0,DOCTORS MEDICAL CENTER #500852,Emergency Department
999,Unknown,35,30,30,40,DOCTORS MEDICAL CENTER #500852,Emergency Department
AMH,Amharic,0,0,1,0,DOMINICAN HOSPITAL #440755,Emergency Department
ARA,Arabic,1,0,4,0,DOMINICAN HOSPITAL #440755,Emergency Department
BEN,Bengali,0,1,0,0,DOMINICAN HOSPITAL #440755,Emergency Department
YUE,Cantonese; Yue Chinese,5,1,0,0,DOMINICAN HOSPITAL #440755,Emergency Department
CHI,Chinese,0,1,0,2,DOMINICAN HOSPITAL #440755,Emergency Department
ENG,English,9102,9834,9747,9569,DOMINICAN HOSPITAL #440755,Emergency Department
PES,Farsi,0,2,0,1,DOMINICAN HOSPITAL #440755,Emergency Department
FRE,French,1,0,0,0,DOMINICAN HOSPITAL #440755,Emergency Department
GER,German,0,0,1,0,DOMINICAN HOSPITAL #440755,Emergency Department
ILO,Ilocano; Iloko,2,0,0,0,DOMINICAN HOSPITAL #440755,Emergency Department
IND,Indonesian,0,1,0,0,DOMINICAN HOSPITAL #440755,Emergency Department
ITA,Italian,1,0,1,0,DOMINICAN HOSPITAL #440755,Emergency Department
JPN,Japanese,0,0,1,0,DOMINICAN HOSPITAL #440755,Emergency Department
CMN,Mandarin,8,5,0,5,DOMINICAN HOSPITAL #440755,Emergency Department
PAN,Panjabi; Punjabi,0,0,1,2,DOMINICAN HOSPITAL #440755,Emergency Department
PUS,Pashto,1,0,0,0,DOMINICAN HOSPITAL #440755,Emergency Department
POR,Portuguese,1,2,0,1,DOMINICAN HOSPITAL #440755,Emergency Department
RUS,Russian,2,0,0,4,DOMINICAN HOSPITAL #440755,Emergency Department
SGN,Sign Language,1,0,0,1,DOMINICAN HOSPITAL #440755,Emergency Department
SPA,Spanish,1212,1346,1303,1188,DOMINICAN HOSPITAL #440755,Emergency Department
TGL,Tagalog,0,0,1,0,DOMINICAN HOSPITAL #440755,Emergency Department
THA,Thai,1,1,1,1,DOMINICAN HOSPITAL #440755,Emergency Department
VIE,Vietnamese,0,1,0,0,DOMINICAN HOSPITAL #440755,Emergency Department
999,Unknown,1,1,4,1,DOMINICAN HOSPITAL #440755,Emergency Department
ARA,Arabic,0,0,1,0,EAST LOS ANGELES DOCTORS HOSPITAL #190256,Emergency Department
ARM,Armenian,0,0,1,0,EAST LOS ANGELES DOCTORS HOSPITAL #190256,Emergency Department
CHI,Chinese,2,1,1,4,EAST LOS ANGELES DOCTORS HOSPITAL #190256,Emergency Department
ENG,English,1503,1528,1647,1747,EAST LOS ANGELES DOCTORS HOSPITAL #190256,Emergency Department
GER,German,1,0,0,0,EAST LOS ANGELES DOCTORS HOSPITAL #190256,Emergency Department
KOR,Korean,0,1,1,1,EAST LOS ANGELES DOCTORS HOSPITAL #190256,Emergency Department
POR,Portuguese,0,0,1,0,EAST LOS ANGELES DOCTORS HOSPITAL #190256,Emergency Department
RUS,Russian,1,1,1,1,EAST LOS ANGELES DOCTORS HOSPITAL #190256,Emergency Department
SMO,Samoan,0,0,0,1,EAST LOS ANGELES DOCTORS HOSPITAL #190256,Emergency Department
SPA,Spanish,893,874,994,997,EAST LOS ANGELES DOCTORS HOSPITAL #190256,Emergency Department
VIE,Vietnamese,0,0,1,1,EAST LOS ANGELES DOCTORS HOSPITAL #190256,Emergency Department
999,Unknown,0,0,0,2,EAST LOS ANGELES DOCTORS HOSPITAL #190256,Emergency Department
ENG,English,842,954,1109,884,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS #320859,Emergency Department
FRE,French,0,0,1,0,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS #320859,Emergency Department
PAN,Panjabi; Punjabi,0,2,0,0,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS #320859,Emergency Department
RUS,Russian,0,0,0,1,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS #320859,Emergency Department
SPA,Spanish,29,28,18,19,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS #320859,Emergency Department
999,Unknown,0,0,0,1,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS #320859,Emergency Department
AMH,Amharic,0,0,0,1,EISENHOWER MEDICAL CENTER #331168,Emergency Department
ARA,Arabic,3,13,4,9,EISENHOWER MEDICAL CENTER #331168,Emergency Department
ARM,Armenian,4,2,2,0,EISENHOWER MEDICAL CENTER #331168,Emergency Department
BAQ,Basque,1,1,0,1,EISENHOWER MEDICAL CENTER #331168,Emergency Department
BUL,Bulgarian,0,0,0,1,EISENHOWER MEDICAL CENTER #331168,Emergency Department
CHI,Chinese,8,7,6,7,EISENHOWER MEDICAL CENTER #331168,Emergency Department
HRV,Croatian,1,0,0,1,EISENHOWER MEDICAL CENTER #331168,Emergency Department
DAN,Danish,1,0,0,0,EISENHOWER MEDICAL CENTER #331168,Emergency Department
DUT,Dutch,0,1,0,0,EISENHOWER MEDICAL CENTER #331168,Emergency Department
ENG,English,15914,14992,14160,15635,EISENHOWER MEDICAL CENTER #331168,Emergency Department
EPO,Esperanto,0,2,0,0,EISENHOWER MEDICAL CENTER #331168,Emergency Department
FRE,French,2,0,7,7,EISENHOWER MEDICAL CENTER #331168,Emergency Department
GER,German,0,2,1,1,EISENHOWER MEDICAL CENTER #331168,Emergency Department
GUJ,Gujarati,0,0,1,1,EISENHOWER MEDICAL CENTER #331168,Emergency Department
HIN,Hindi,0,0,1,0,EISENHOWER MEDICAL CENTER #331168,Emergency Department
HMN,Hmong,0,0,0,2,EISENHOWER MEDICAL CENTER #331168,Emergency Department
HUN,Hungarian,1,0,0,1,EISENHOWER MEDICAL CENTER #331168,Emergency Department
ITA,Italian,1,0,0,1,EISENHOWER MEDICAL CENTER #331168,Emergency Department
JPN,Japanese,1,2,3,1,EISENHOWER MEDICAL CENTER #331168,Emergency Department
KOR,Korean,3,6,12,8,EISENHOWER MEDICAL CENTER #331168,Emergency Department
CMN,Mandarin,0,1,0,1,EISENHOWER MEDICAL CENTER #331168,Emergency Department
ZXX,No Linguistic Content,0,0,0,1,EISENHOWER MEDICAL CENTER #331168,Emergency Department
PAN,Panjabi; Punjabi,2,1,2,1,EISENHOWER MEDICAL CENTER #331168,Emergency Department
PER,Persian,4,3,1,3,EISENHOWER MEDICAL CENTER #331168,Emergency Department
POR,Portuguese,0,1,3,0,EISENHOWER MEDICAL CENTER #331168,Emergency Department
RUM,Romanian,0,3,1,1,EISENHOWER MEDICAL CENTER #331168,Emergency Department
RUS,Russian,2,8,2,4,EISENHOWER MEDICAL CENTER #331168,Emergency Department
SRP,Serbian,0,1,0,1,EISENHOWER MEDICAL CENTER #331168,Emergency Department
SGN,Sign Language,1,8,14,17,EISENHOWER MEDICAL CENTER #331168,Emergency Department
SPA,Spanish,1895,1970,2016,2013,EISENHOWER MEDICAL CENTER #331168,Emergency Department
SWA,Swahili,1,0,0,0,EISENHOWER MEDICAL CENTER #331168,Emergency Department
SWE,Swedish,0,0,1,0,EISENHOWER MEDICAL CENTER #331168,Emergency Department
TGL,Tagalog,3,6,1,6,EISENHOWER MEDICAL CENTER #331168,Emergency Department
THA,Thai,1,1,1,0,EISENHOWER MEDICAL CENTER #331168,Emergency Department
TUR,Turkish,0,0,2,3,EISENHOWER MEDICAL CENTER #331168,Emergency Department
UKR,Ukrainian,0,1,0,1,EISENHOWER MEDICAL CENTER #331168,Emergency Department
URD,Urdu,2,2,0,0,EISENHOWER MEDICAL CENTER #331168,Emergency Department
VIE,Vietnamese,7,13,4,4,EISENHOWER MEDICAL CENTER #331168,Emergency Department
999,Unknown,36,34,10,9,EISENHOWER MEDICAL CENTER #331168,Emergency Department
AFR,Afrikaans,0,0,1,0,EL CAMINO HEALTH #430763,Emergency Department
ALB,Albanian,2,3,0,1,EL CAMINO HEALTH #430763,Emergency Department
AMH,Amharic,6,2,1,4,EL CAMINO HEALTH #430763,Emergency Department
ARA,Arabic,13,18,17,18,EL CAMINO HEALTH #430763,Emergency Department
ARM,Armenian,4,5,4,4,EL CAMINO HEALTH #430763,Emergency Department
BAQ,Basque,2,2,3,2,EL CAMINO HEALTH #430763,Emergency Department
BEN,Bengali,1,0,0,4,EL CAMINO HEALTH #430763,Emergency Department
BOS,Bosnian,1,1,1,3,EL CAMINO HEALTH #430763,Emergency Department
BUR,Burmese,1,0,1,1,EL CAMINO HEALTH #430763,Emergency Department
YUE,Cantonese; Yue Chinese,47,25,27,36,EL CAMINO HEALTH #430763,Emergency Department
CHI,Chinese,96,95,107,60,EL CAMINO HEALTH #430763,Emergency Department
HRV,Croatian,1,2,2,0,EL CAMINO HEALTH #430763,Emergency Department
DUT,Dutch,0,1,0,0,EL CAMINO HEALTH #430763,Emergency Department
ENG,English,13605,13937,12980,13227,EL CAMINO HEALTH #430763,Emergency Department
EPO,Esperanto,3,3,0,3,EL CAMINO HEALTH #430763,Emergency Department
PES,Farsi,57,61,71,51,EL CAMINO HEALTH #430763,Emergency Department
FIL,Filipino,2,2,2,3,EL CAMINO HEALTH #430763,Emergency Department
FRE,French,7,6,5,6,EL CAMINO HEALTH #430763,Emergency Department
GER,German,1,7,3,10,EL CAMINO HEALTH #430763,Emergency Department
GRE,Greek,0,1,1,0,EL CAMINO HEALTH #430763,Emergency Department
GUJ,Gujarati,6,11,5,5,EL CAMINO HEALTH #430763,Emergency Department
HEB,Hebrew,3,1,3,2,EL CAMINO HEALTH #430763,Emergency Department
HIN,Hindi,28,34,41,28,EL CAMINO HEALTH #430763,Emergency Department
ILO,Ilocano; Iloko,0,0,1,0,EL CAMINO HEALTH #430763,Emergency Department
IND,Indonesian,3,1,0,1,EL CAMINO HEALTH #430763,Emergency Department
ITA,Italian,2,2,1,0,EL CAMINO HEALTH #430763,Emergency Department
JPN,Japanese,30,32,36,23,EL CAMINO HEALTH #430763,Emergency Department
KOR,Korean,24,24,22,32,EL CAMINO HEALTH #430763,Emergency Department
LAO,Lao,1,1,1,0,EL CAMINO HEALTH #430763,Emergency Department
MAL,Malayalam,0,0,1,0,EL CAMINO HEALTH #430763,Emergency Department
CMN,Mandarin,215,194,198,169,EL CAMINO HEALTH #430763,Emergency Department
MAR,Marathi,3,3,2,1,EL CAMINO HEALTH #430763,Emergency Department
MON,Mongolian,0,1,0,0,EL CAMINO HEALTH #430763,Emergency Department
MKH,Mon-Khmer,0,0,0,1,EL CAMINO HEALTH #430763,Emergency Department
NEP,Nepali,7,6,12,14,EL CAMINO HEALTH #430763,Emergency Department
NNO,Norwegian,0,1,0,1,EL CAMINO HEALTH #430763,Emergency Department
,Not Provided/Blank,4,0,0,8,EL CAMINO HEALTH #430763,Emergency Department
PAN,Panjabi; Punjabi,16,29,26,36,EL CAMINO HEALTH #430763,Emergency Department
PUS,Pashto,1,3,2,1,EL CAMINO HEALTH #430763,Emergency Department
PER,Persian,26,26,15,22,EL CAMINO HEALTH #430763,Emergency Department
POL,Polish,0,1,1,1,EL CAMINO HEALTH #430763,Emergency Department
POR,Portuguese,16,15,20,20,EL CAMINO HEALTH #430763,Emergency Department
RUM,Romanian,1,3,1,0,EL CAMINO HEALTH #430763,Emergency Department
RUS,Russian,121,113,124,121,EL CAMINO HEALTH #430763,Emergency Department
SMO,Samoan,0,0,2,0,EL CAMINO HEALTH #430763,Emergency Department
SRP,Serbian,1,0,0,2,EL CAMINO HEALTH #430763,Emergency Department
SGN,Sign Language,5,3,14,3,EL CAMINO HEALTH #430763,Emergency Department
SOM,Somali,2,1,2,4,EL CAMINO HEALTH #430763,Emergency Department
SPA,Spanish,2076,2080,1968,2034,EL CAMINO HEALTH #430763,Emergency Department
SWA,Swahili,0,0,1,0,EL CAMINO HEALTH #430763,Emergency Department
SWE,Swedish,0,0,0,1,EL CAMINO HEALTH #430763,Emergency Department
TGL,Tagalog,31,21,40,23,EL CAMINO HEALTH #430763,Emergency Department
TEL,Telugu,9,4,5,5,EL CAMINO HEALTH #430763,Emergency Department
THA,Thai,1,1,0,2,EL CAMINO HEALTH #430763,Emergency Department
TIR,Tigrinya,0,2,0,1,EL CAMINO HEALTH #430763,Emergency Department
TON,Tonga,2,2,3,3,EL CAMINO HEALTH #430763,Emergency Department
TUR,Turkish,37,22,29,24,EL CAMINO HEALTH #430763,Emergency Department
UKR,Ukrainian,6,4,4,6,EL CAMINO HEALTH #430763,Emergency Department
URD,Urdu,6,3,9,8,EL CAMINO HEALTH #430763,Emergency Department
VIE,Vietnamese,52,60,73,70,EL CAMINO HEALTH #430763,Emergency Department
YOR,Yoruba,0,0,1,0,EL CAMINO HEALTH #430763,Emergency Department
999,Unknown,69,106,97,82,EL CAMINO HEALTH #430763,Emergency Department
ALB,Albanian,0,1,0,0,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
AMH,Amharic,0,0,3,0,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
ARA,Arabic,1,5,8,1,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
ARM,Armenian,0,0,1,0,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
YUE,Cantonese; Yue Chinese,0,1,0,0,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
CHI,Chinese,1,2,0,0,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
ENG,English,4159,4287,4327,4581,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
FRE,French,0,4,0,2,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
CPF,French Creole,0,1,1,0,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
HIN,Hindi,0,2,0,0,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
KOR,Korean,1,0,0,0,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
CMN,Mandarin,0,2,0,0,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
PER,Persian,0,1,0,3,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
POR,Portuguese,1,2,0,0,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
RUS,Russian,10,5,5,9,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
SMO,Samoan,0,0,0,1,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
SGN,Sign Language,0,2,4,0,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
SPA,Spanish,3428,3566,3479,3451,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
SWA,Swahili,1,1,0,0,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
TUR,Turkish,1,0,0,0,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
URD,Urdu,0,0,0,1,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
VIE,Vietnamese,0,1,0,0,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
999,Unknown,14,11,9,12,EL CENTRO REGIONAL MEDICAL CENTER #130699,Emergency Department
ARA,Arabic,25,33,41,36,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
ARM,Armenian,2,4,2,4,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
YUE,Cantonese; Yue Chinese,2,6,3,0,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
CHI,Chinese,13,18,9,18,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
ENG,English,7801,8028,8161,8291,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
FIL,Filipino,2,0,0,3,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
GER,German,1,0,0,1,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
GUJ,Gujarati,0,0,0,2,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
HIN,Hindi,3,1,2,3,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
ITA,Italian,1,0,0,0,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
PAN,Panjabi; Punjabi,0,1,0,0,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
POL,Polish,0,0,0,1,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
POR,Portuguese,2,0,1,0,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
RUS,Russian,2,0,0,0,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
SGN,Sign Language,4,2,0,0,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
SPA,Spanish,729,742,808,920,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
TGL,Tagalog,6,1,5,6,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
THA,Thai,1,0,0,1,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
VIE,Vietnamese,1,0,3,0,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL #190298,Emergency Department
