AGE GROUPS,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
80 Years +,1183,1283,1230,1165,KAISER FOUNDATION HOSPITAL - ANTIOCH  #074097,Emergency Department
Under 1 Year,343,305,318,300,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Emergency Department
1--9,1606,1709,1248,1700,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Emergency Department
10--19,1358,1434,1278,1363,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Emergency Department
20 - 29,1725,1858,1891,1894,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Emergency Department
30 - 39,1965,2269,2170,2039,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Emergency Department
40 - 49,1673,1866,1800,1743,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Emergency Department
50 - 59,1848,1997,2023,1839,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Emergency Department
60 - 69,1905,1957,2035,1922,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Emergency Department
70 - 79,1959,2171,2118,1961,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Emergency Department
80 Years +,1604,1675,1743,1667,KAISER FOUNDATION HOSPITAL - BALDWIN PARK #196035,Emergency Department
Under 1 Year,464,442,470,502,KAISER FOUNDATION HOSPITAL - DOWNEY #196403,Emergency Department
-,0,1,0,0,KAISER FOUNDATION HOSPITAL - DOWNEY #196403,Emergency Department
1--9,2200,2094,1722,2290,KAISER FOUNDATION HOSPITAL - DOWNEY #196403,Emergency Department
10--19,1768,1838,1813,1933,KAISER FOUNDATION HOSPITAL - DOWNEY #196403,Emergency Department
20 - 29,3012,3039,3215,3301,KAISER FOUNDATION HOSPITAL - DOWNEY #196403,Emergency Department
30 - 39,3550,3494,3772,3505,KAISER FOUNDATION HOSPITAL - DOWNEY #196403,Emergency Department
40 - 49,2948,2904,3045,2741,KAISER FOUNDATION HOSPITAL - DOWNEY #196403,Emergency Department
50 - 59,2688,2806,2978,2760,KAISER FOUNDATION HOSPITAL - DOWNEY #196403,Emergency Department
60 - 69,2744,2769,2837,2680,KAISER FOUNDATION HOSPITAL - DOWNEY #196403,Emergency Department
70 - 79,2483,2571,2651,2497,KAISER FOUNDATION HOSPITAL - DOWNEY #196403,Emergency Department
80 Years +,1639,1708,1720,1760,KAISER FOUNDATION HOSPITAL - DOWNEY #196403,Emergency Department
Under 1 Year,762,745,730,858,KAISER FOUNDATION HOSPITAL - FONTANA #361223,Emergency Department
1--9,3457,3320,2757,3758,KAISER FOUNDATION HOSPITAL - FONTANA #361223,Emergency Department
10--19,3203,3278,3228,3501,KAISER FOUNDATION HOSPITAL - FONTANA #361223,Emergency Department
20 - 29,4870,5010,5164,5258,KAISER FOUNDATION HOSPITAL - FONTANA #361223,Emergency Department
30 - 39,5608,5842,5901,5644,KAISER FOUNDATION HOSPITAL - FONTANA #361223,Emergency Department
40 - 49,4686,4617,4910,4984,KAISER FOUNDATION HOSPITAL - FONTANA #361223,Emergency Department
50 - 59,4432,4591,4768,4498,KAISER FOUNDATION HOSPITAL - FONTANA #361223,Emergency Department
60 - 69,4493,4899,4905,4692,KAISER FOUNDATION HOSPITAL - FONTANA #361223,Emergency Department
70 - 79,3707,3803,3983,3962,KAISER FOUNDATION HOSPITAL - FONTANA #361223,Emergency Department
80 Years +,2498,2573,2737,2699,KAISER FOUNDATION HOSPITAL - FONTANA #361223,Emergency Department
Under 1 Year,150,152,140,136,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Emergency Department
1--9,1045,1088,709,893,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Emergency Department
10--19,849,852,697,769,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Emergency Department
20 - 29,1367,1309,1216,1263,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Emergency Department
30 - 39,1599,1560,1562,1499,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Emergency Department
40 - 49,1252,1318,1318,1274,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Emergency Department
50 - 59,1337,1260,1221,1209,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Emergency Department
60 - 69,1277,1261,1301,1234,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Emergency Department
70 - 79,1036,1072,1058,1080,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Emergency Department
80 Years +,978,972,942,944,KAISER FOUNDATION HOSPITAL - FREMONT #014132,Emergency Department
Under 1 Year,161,156,138,134,KAISER FOUNDATION HOSPITAL - FRESNO #104062,Emergency Department
1--9,913,904,710,908,KAISER FOUNDATION HOSPITAL - FRESNO #104062,Emergency Department
10--19,933,1047,945,996,KAISER FOUNDATION HOSPITAL - FRESNO #104062,Emergency Department
20 - 29,1564,1605,1617,1470,KAISER FOUNDATION HOSPITAL - FRESNO #104062,Emergency Department
30 - 39,1730,1845,1838,1568,KAISER FOUNDATION HOSPITAL - FRESNO #104062,Emergency Department
40 - 49,1501,1493,1500,1536,KAISER FOUNDATION HOSPITAL - FRESNO #104062,Emergency Department
50 - 59,1251,1260,1273,1195,KAISER FOUNDATION HOSPITAL - FRESNO #104062,Emergency Department
60 - 69,1447,1575,1543,1327,KAISER FOUNDATION HOSPITAL - FRESNO #104062,Emergency Department
70 - 79,1580,1605,1635,1424,KAISER FOUNDATION HOSPITAL - FRESNO #104062,Emergency Department
80 Years +,1336,1385,1446,1428,KAISER FOUNDATION HOSPITAL - FRESNO #104062,Emergency Department
Under 1 Year,181,168,164,168,KAISER FOUNDATION HOSPITAL - LOS ANGELES #190429,Emergency Department
-,18,19,22,25,KAISER FOUNDATION HOSPITAL - LOS ANGELES #190429,Emergency Department
1--9,802,725,597,781,KAISER FOUNDATION HOSPITAL - LOS ANGELES #190429,Emergency Department
10--19,710,708,674,728,KAISER FOUNDATION HOSPITAL - LOS ANGELES #190429,Emergency Department
20 - 29,2040,2034,1993,2026,KAISER FOUNDATION HOSPITAL - LOS ANGELES #190429,Emergency Department
30 - 39,2528,2383,2573,2472,KAISER FOUNDATION HOSPITAL - LOS ANGELES #190429,Emergency Department
40 - 49,1754,1735,1757,1685,KAISER FOUNDATION HOSPITAL - LOS ANGELES #190429,Emergency Department
50 - 59,1636,1616,1671,1550,KAISER FOUNDATION HOSPITAL - LOS ANGELES #190429,Emergency Department
60 - 69,1664,1630,1667,1669,KAISER FOUNDATION HOSPITAL - LOS ANGELES #190429,Emergency Department
70 - 79,1288,1473,1448,1522,KAISER FOUNDATION HOSPITAL - LOS ANGELES #190429,Emergency Department
80 Years +,1071,1029,1149,1090,KAISER FOUNDATION HOSPITAL - LOS ANGELES #190429,Emergency Department
Under 1 Year,607,585,558,660,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Emergency Department
1--9,3565,3776,2800,3469,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Emergency Department
10--19,2790,2882,2591,2672,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Emergency Department
20 - 29,3935,4007,3889,3695,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Emergency Department
30 - 39,4141,4323,4012,4063,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Emergency Department
40 - 49,3637,3671,3637,3361,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Emergency Department
50 - 59,3246,3279,3184,3073,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Emergency Department
60 - 69,2935,2992,2961,2821,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Emergency Department
70 - 79,2132,2100,2213,2065,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Emergency Department
80 Years +,1459,1497,1518,1430,KAISER FOUNDATION HOSPITAL - MANTECA #394009,Emergency Department
Under 1 Year,262,281,299,324,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Emergency Department
1--9,1477,1631,1249,1903,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Emergency Department
10--19,1215,1357,1339,1513,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Emergency Department
20 - 29,1811,1924,2058,2129,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Emergency Department
30 - 39,1936,2065,2074,2014,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Emergency Department
40 - 49,1570,1697,1672,1730,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Emergency Department
50 - 59,1469,1602,1616,1615,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Emergency Department
60 - 69,1446,1573,1732,1505,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Emergency Department
70 - 79,1206,1324,1454,1437,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Emergency Department
80 Years +,824,805,921,939,KAISER FOUNDATION HOSPITAL - MORENO VALLEY #334048,Emergency Department
Under 1 Year,435,432,318,402,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Emergency Department
-,0,0,0,1,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Emergency Department
1--9,3092,3070,2186,2854,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Emergency Department
10--19,2674,2739,2370,2549,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Emergency Department
20 - 29,4554,4732,4705,4469,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Emergency Department
30 - 39,5186,5643,5461,5035,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Emergency Department
40 - 49,4264,4492,4283,4359,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Emergency Department
50 - 59,3788,3875,3823,3618,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Emergency Department
60 - 69,3749,3824,3858,3766,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Emergency Department
70 - 79,3003,3203,3269,3216,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Emergency Department
80 Years +,2166,2368,2391,2386,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND #014326,Emergency Department
Under 1 Year,492,531,467,526,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Emergency Department
1--9,2342,2357,1823,2529,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Emergency Department
10--19,2259,2337,2250,2501,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Emergency Department
20 - 29,3497,3544,3555,3564,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Emergency Department
30 - 39,3938,4070,4297,3966,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Emergency Department
40 - 49,3405,3500,3492,3350,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Emergency Department
50 - 59,3672,3667,3687,3566,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Emergency Department
60 - 69,3504,3722,3719,3596,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Emergency Department
70 - 79,3273,3468,3432,3365,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Emergency Department
80 Years +,2848,2949,2879,2990,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM #304409,Emergency Department
Under 1 Year,276,287,231,251,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Emergency Department
1--9,1339,1287,1001,1357,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Emergency Department
10--19,1156,1218,1111,1266,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Emergency Department
20 - 29,2015,2069,2150,1929,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Emergency Department
30 - 39,2287,2334,2373,2303,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Emergency Department
40 - 49,1975,1956,1874,1878,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Emergency Department
50 - 59,1909,1984,2056,1923,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Emergency Department
60 - 69,2011,2176,2245,2138,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Emergency Department
70 - 79,2075,2097,2147,2107,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Emergency Department
80 Years +,1438,1565,1512,1610,KAISER FOUNDATION HOSPITAL - PANORAMA CITY #190432,Emergency Department
Under 1 Year,140,124,124,135,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Emergency Department
1--9,794,715,566,740,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Emergency Department
10--19,636,686,622,607,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Emergency Department
20 - 29,1068,1142,1127,1045,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Emergency Department
30 - 39,1311,1390,1386,1376,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Emergency Department
40 - 49,1150,1136,1073,1015,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Emergency Department
50 - 59,1088,1124,1168,1133,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Emergency Department
60 - 69,1137,1129,1168,1157,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Emergency Department
70 - 79,915,1013,1100,921,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Emergency Department
80 Years +,1059,1132,1034,1090,KAISER FOUNDATION HOSPITAL - REDWOOD CITY #414139,Emergency Department
Under 1 Year,287,283,302,335,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Emergency Department
1--9,1301,1390,1166,1559,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Emergency Department
10--19,1201,1388,1230,1460,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Emergency Department
20 - 29,1891,2102,2042,2063,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Emergency Department
30 - 39,1922,1993,2047,2042,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Emergency Department
40 - 49,1790,1815,1886,1809,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Emergency Department
50 - 59,1703,1760,1816,1743,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Emergency Department
60 - 69,1732,1952,1905,1769,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Emergency Department
70 - 79,1464,1620,1610,1560,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Emergency Department
80 Years +,1130,1257,1282,1304,KAISER FOUNDATION HOSPITAL - RIVERSIDE #334025,Emergency Department
Under 1 Year,628,538,494,521,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Emergency Department
-,1,0,0,0,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Emergency Department
1--9,3370,3481,2633,3017,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Emergency Department
10--19,2858,3221,2897,2874,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Emergency Department
20 - 29,3471,3612,3487,3353,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Emergency Department
30 - 39,3989,4029,3978,3787,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Emergency Department
40 - 49,3458,3467,3444,3291,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Emergency Department
50 - 59,3281,3359,3355,2994,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Emergency Department
60 - 69,3590,3560,3612,3343,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Emergency Department
70 - 79,3240,3659,3603,3491,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Emergency Department
80 Years +,2883,3185,3138,3205,KAISER FOUNDATION HOSPITAL - ROSEVILLE #314024,Emergency Department
Under 1 Year,329,325,270,349,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Emergency Department
-,4,1,1,3,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Emergency Department
1--9,2377,2644,2018,2318,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Emergency Department
10--19,2130,2235,2151,2066,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Emergency Department
20 - 29,3646,3633,3780,3781,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Emergency Department
30 - 39,4202,4386,4455,4301,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Emergency Department
40 - 49,3096,3126,3297,3137,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Emergency Department
50 - 59,2779,2889,2762,2803,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Emergency Department
60 - 69,2666,2760,2893,2749,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Emergency Department
70 - 79,1908,2053,2075,2003,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Emergency Department
80 Years +,1551,1565,1679,1633,KAISER FOUNDATION HOSPITAL - SACRAMENTO #340913,Emergency Department
Under 1 Year,416,350,417,393,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Emergency Department
1--9,1783,1748,1598,1943,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Emergency Department
10--19,1837,1843,1883,2078,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Emergency Department
20 - 29,3302,3456,3655,3683,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Emergency Department
30 - 39,3800,3821,3924,3979,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Emergency Department
40 - 49,3225,3398,3518,3513,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Emergency Department
50 - 59,3225,3408,3475,3397,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Emergency Department
60 - 69,3620,3704,3960,3916,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Emergency Department
70 - 79,3838,4104,4094,4031,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Emergency Department
80 Years +,3313,3513,3543,3375,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Emergency Department
Under 1 Year,87,115,82,102,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Emergency Department
1--9,472,466,305,504,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Emergency Department
10--19,423,384,405,395,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Emergency Department
20 - 29,1128,1131,1149,1114,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Emergency Department
30 - 39,1308,1351,1370,1350,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Emergency Department
40 - 49,1018,975,1048,1079,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Emergency Department
50 - 59,950,979,1035,990,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Emergency Department
60 - 69,937,1047,1015,953,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Emergency Department
70 - 79,900,939,941,931,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Emergency Department
80 Years +,802,725,784,821,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Emergency Department
Under 1 Year,299,318,302,290,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Emergency Department
1--9,1958,2037,1442,1783,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Emergency Department
10--19,1699,1882,1565,1671,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Emergency Department
20 - 29,2360,2445,2347,2198,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Emergency Department
30 - 39,2489,2747,2634,2511,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Emergency Department
40 - 49,2221,2339,2119,2076,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Emergency Department
50 - 59,2113,2071,2076,1966,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Emergency Department
60 - 69,2011,2095,1936,1905,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Emergency Department
70 - 79,1598,1616,1544,1574,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Emergency Department
80 Years +,1474,1618,1562,1517,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Emergency Department
Under 1 Year,263,266,268,251,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Emergency Department
-,0,0,1,0,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Emergency Department
1--9,1879,1716,1211,1680,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Emergency Department
10--19,1425,1405,1154,1299,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Emergency Department
20 - 29,2280,2303,2143,2097,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Emergency Department
30 - 39,2552,2551,2588,2427,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Emergency Department
40 - 49,2237,2120,2087,2021,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Emergency Department
50 - 59,2259,2164,2225,2035,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Emergency Department
60 - 69,2260,2215,2233,2070,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Emergency Department
70 - 79,1711,1825,1758,1771,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Emergency Department
80 Years +,1361,1323,1362,1348,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Emergency Department
Under 1 Year,185,165,172,172,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Emergency Department
1--9,685,789,614,853,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Emergency Department
10--19,701,710,745,853,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Emergency Department
20 - 29,1047,1093,1154,1183,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Emergency Department
30 - 39,1228,1226,1429,1383,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Emergency Department
40 - 49,1122,1281,1270,1267,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Emergency Department
50 - 59,1207,1240,1283,1307,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Emergency Department
60 - 69,1389,1484,1496,1558,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Emergency Department
70 - 79,1356,1567,1627,1549,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Emergency Department
80 Years +,1176,1263,1354,1378,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Emergency Department
Under 1 Year,63,58,36,49,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Emergency Department
1--9,403,437,366,389,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Emergency Department
10--19,543,591,514,502,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Emergency Department
20 - 29,561,616,594,575,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Emergency Department
30 - 39,685,676,631,639,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Emergency Department
40 - 49,770,796,745,736,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Emergency Department
